CBSA,CBSA Code,Date,AQI,Category,Parameter
"Klamath Falls, OR",28900,5/10/2023,20,Good,PM2.5
"La Grande, OR",29260,5/10/2023,13,Good,PM2.5
"Lawrenceburg, TN",29980,5/10/2023,32,Good,PM2.5
"Lewiston, ID-WA",30300,5/10/2023,21,Good,PM2.5
"Longview, WA",31020,5/10/2023,8,Good,PM2.5
"Los Angeles-Long Beach-Anaheim, CA",31080,5/10/2023,45,Good,PM2.5
"Lubbock, TX",31180,5/10/2023,26,Good,PM2.5
"McAlester, OK",32540,5/10/2023,34,Good,PM2.5
"Mobile, AL",33660,5/10/2023,43,Good,PM2.5
"Moscow, ID",34140,5/10/2023,10,Good,PM2.5
"Moses Lake, WA",34180,5/10/2023,16,Good,PM2.5
"Muscatine, IA",34700,5/10/2023,36,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,5/10/2023,46,Good,PM2.5
"New Castle, IN",35220,5/10/2023,30,Good,PM2.5
"Ocala, FL",36100,5/10/2023,45,Good,PM2.5
"Odessa, TX",36220,5/10/2023,27,Good,PM2.5
"Oklahoma City, OK",36420,5/10/2023,47,Good,PM2.5
"Othello, WA",36830,5/10/2023,9,Good,PM2.5
"Pensacola-Ferry Pass-Brent, FL",37860,5/10/2023,39,Good,PM2.5
"Pierre, SD",38180,5/10/2023,11,Good,PM2.5
"Platteville, WI",38420,5/10/2023,34,Good,PM2.5
"Ponca City, OK",38620,5/10/2023,36,Good,PM2.5
"Portsmouth, OH",39020,5/10/2023,25,Good,PM2.5
"Prineville, OR",39260,5/10/2023,15,Good,PM2.5
"Pullman, WA",39420,5/10/2023,13,Good,PM2.5
"Roanoke Rapids, NC",40260,5/10/2023,28,Good,PM2.5
"Rome, GA",40660,5/10/2023,38,Good,PM2.5
"Sandpoint, ID",41760,5/10/2023,18,Good,PM2.5
"Savannah, GA",42340,5/10/2023,50,Good,PM2.5
"Scottsbluff, NE",42420,5/10/2023,6,Good,PM2.5
"Shelton, WA",43220,5/10/2023,12,Good,PM2.5
"Shreveport-Bossier City, LA",43340,5/10/2023,35,Good,PM2.5
"Taos, NM",45340,5/10/2023,35,Good,PM2.5
"The Dalles, OR",45520,5/10/2023,14,Good,PM2.5
"Tuscaloosa, AL",46220,5/10/2023,48,Good,PM2.5
"Utica-Rome, NY",46540,5/10/2023,18,Good,PM2.5
"Vermillion, SD",46820,5/10/2023,30,Good,PM2.5
"Wenatchee, WA",48300,5/10/2023,16,Good,PM2.5
"Yakima, WA",49420,5/10/2023,19,Good,PM2.5
"Brownsville-Harlingen, TX",15180,5/9/2023,138,Unhealthy for Sensitive Groups,PM2.5
"Ada, OK",10220,5/9/2023,51,Moderate,PM2.5
"Albany, GA",10500,5/9/2023,52,Moderate,PM2.5
"Ardmore, OK",11620,5/9/2023,56,Moderate,PM2.5
"Athens-Clarke County, GA",12020,5/9/2023,58,Moderate,PM2.5
"Atlanta-Sandy Springs-Roswell, GA",12060,5/9/2023,56,Moderate,PM2.5
"Augusta-Richmond County, GA-SC",12260,5/9/2023,55,Moderate,PM2.5
"Birmingham-Hoover, AL",13820,5/9/2023,66,Moderate,PM2.5
"Charleston-North Charleston, SC",16700,5/9/2023,60,Moderate,PM2.5
"Chattanooga, TN-GA",16860,5/9/2023,52,Moderate,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,5/9/2023,61,Moderate,PM2.5
"Cleveland, MS",17380,5/9/2023,57,Moderate,PM2.5
"Columbia, SC",17900,5/9/2023,51,Moderate,PM2.5
"Columbus, GA-AL",17980,5/9/2023,52,Moderate,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,5/9/2023,60,Moderate,PM2.5
"El Paso, TX",21340,5/9/2023,88,Moderate,PM2.5
"Fort Payne, AL",22840,5/9/2023,58,Moderate,PM2.5
"Fort Smith, AR-OK",22900,5/9/2023,53,Moderate,PM2.5
"Gadsden, AL",23460,5/9/2023,58,Moderate,PM2.5
"Gainesville, GA",23580,5/9/2023,59,Moderate,PM2.5
"Greenville-Anderson-Mauldin, SC",24860,5/9/2023,52,Moderate,PM2.5
"Hattiesburg, MS",25620,5/9/2023,55,Moderate,PM2.5
"Huntsville, AL",26620,5/9/2023,51,Moderate,PM2.5
"Jackson, MS",27140,5/9/2023,55,Moderate,PM2.5
"Jacksonville, FL",27260,5/9/2023,52,Moderate,PM2.5
"Lawrenceburg, TN",29980,5/9/2023,52,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,5/9/2023,56,Moderate,PM2.5
"Macon, GA",31420,5/9/2023,54,Moderate,PM2.5
"McAlester, OK",32540,5/9/2023,51,Moderate,PM2.5
"Montgomery, AL",33860,5/9/2023,55,Moderate,PM2.5
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,5/9/2023,53,Moderate,PM2.5
"Oklahoma City, OK",36420,5/9/2023,65,Moderate,PM2.5
"Ponca City, OK",38620,5/9/2023,55,Moderate,PM2.5
"Portsmouth, OH",39020,5/9/2023,59,Moderate,PM2.5
"Rome, GA",40660,5/9/2023,54,Moderate,PM2.5
"San Juan-Carolina-Caguas, PR",41980,5/9/2023,58,Moderate,PM2.5
"Savannah, GA",42340,5/9/2023,60,Moderate,PM2.5
"Shreveport-Bossier City, LA",43340,5/9/2023,51,Moderate,PM2.5
"St. Louis, MO-IL",41180,5/9/2023,63,Moderate,PM2.5
"Tallahassee, FL",45220,5/9/2023,51,Moderate,PM2.5
"Tulsa, OK",46140,5/9/2023,58,Moderate,PM2.5
"Tuscaloosa, AL",46220,5/9/2023,55,Moderate,PM2.5
"Valdosta, GA",46660,5/9/2023,52,Moderate,PM2.5
"Waco, TX",47380,5/9/2023,52,Moderate,PM2.5
"Warner Robins, GA",47580,5/9/2023,52,Moderate,PM2.5
"Aberdeen, WA",10140,5/9/2023,15,Good,PM2.5
"Albany, OR",10540,5/9/2023,16,Good,PM2.5
"Alexandria, LA",10780,5/9/2023,36,Good,PM2.5
"Athens, OH",11900,5/9/2023,20,Good,PM2.5
"Athens, TN",11940,5/9/2023,28,Good,PM2.5
"Austin-Round Rock, TX",12420,5/9/2023,46,Good,PM2.5
"Bakersfield, CA",12540,5/9/2023,26,Good,PM2.5
"Baton Rouge, LA",12940,5/9/2023,39,Good,PM2.5
"Bay City, MI",13020,5/9/2023,25,Good,PM2.5
"Beatrice, NE",13100,5/9/2023,16,Good,PM2.5
"Bemidji, MN",13420,5/9/2023,0,Good,PM2.5
"Bend-Redmond, OR",13460,5/9/2023,10,Good,PM2.5
"Billings, MT",13740,5/9/2023,8,Good,PM2.5
"Boulder, CO",14500,5/9/2023,26,Good,PM2.5
"Bozeman, MT",14580,5/9/2023,15,Good,PM2.5
"Bremerton-Silverdale, WA",14740,5/9/2023,13,Good,PM2.5
"Brunswick, GA",15260,5/9/2023,45,Good,PM2.5
"Centralia, WA",16500,5/9/2023,10,Good,PM2.5
"Coeur d'Alene, ID",17660,5/9/2023,20,Good,PM2.5
"Cookeville, TN",18260,5/9/2023,27,Good,PM2.5
"Corsicana, TX",18620,5/9/2023,40,Good,PM2.5
"Decatur, AL",19460,5/9/2023,47,Good,PM2.5
"Douglas, GA",20060,5/9/2023,49,Good,PM2.5
"Dyersburg, TN",20540,5/9/2023,26,Good,PM2.5
"Eagle Pass, TX",20580,5/9/2023,24,Good,PM2.5
"El Dorado, AR",20980,5/9/2023,40,Good,PM2.5
"Ellensburg, WA",21260,5/9/2023,13,Good,PM2.5
"Fairmont, WV",21900,5/9/2023,29,Good,PM2.5
"Fargo, ND-MN",22020,5/9/2023,45,Good,PM2.5
"Fort Madison-Keokuk, IA-IL-MO",22800,5/9/2023,18,Good,PM2.5
"Gardnerville Ranchos, NV",23820,5/9/2023,10,Good,PM2.5
"Grand Island, NE",24260,5/9/2023,23,Good,PM2.5
"Grants Pass, OR",24420,5/9/2023,17,Good,PM2.5
"Great Falls, MT",24500,5/9/2023,30,Good,PM2.5
"Gulfport-Biloxi-Pascagoula, MS",25060,5/9/2023,37,Good,PM2.5
"Hailey, ID",25200,5/9/2023,9,Good,PM2.5
"Hammond, LA",25220,5/9/2023,31,Good,PM2.5
"Hilo, HI",25900,5/9/2023,15,Good,PM2.5
"Homosassa Springs, FL",26140,5/9/2023,31,Good,PM2.5
"Houma-Thibodaux, LA",26380,5/9/2023,33,Good,PM2.5
"Iowa City, IA",26980,5/9/2023,41,Good,PM2.5
"Jackson, TN",27180,5/9/2023,29,Good,PM2.5
"Jasper, IN",27540,5/9/2023,24,Good,PM2.5
"Juneau, AK",27940,5/9/2023,30,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,5/9/2023,15,Good,PM2.5
"Kingsville, TX",28780,5/9/2023,43,Good,PM2.5
"Klamath Falls, OR",28900,5/9/2023,23,Good,PM2.5
"La Grande, OR",29260,5/9/2023,10,Good,PM2.5
"Lake City, FL",29380,5/9/2023,38,Good,PM2.5
"Lewiston, ID-WA",30300,5/9/2023,30,Good,PM2.5
"Longview, WA",31020,5/9/2023,5,Good,PM2.5
"Los Angeles-Long Beach-Anaheim, CA",31080,5/9/2023,43,Good,PM2.5
"Lubbock, TX",31180,5/9/2023,14,Good,PM2.5
"Lynchburg, VA",31340,5/9/2023,23,Good,PM2.5
"Marshall, MN",32140,5/9/2023,48,Good,PM2.5
"Mayaguez, PR",32420,5/9/2023,35,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,5/9/2023,40,Good,PM2.5
"Mobile, AL",33660,5/9/2023,43,Good,PM2.5
"Monroe, LA",33740,5/9/2023,45,Good,PM2.5
"Moscow, ID",34140,5/9/2023,13,Good,PM2.5
"Moses Lake, WA",34180,5/9/2023,15,Good,PM2.5
"Muscatine, IA",34700,5/9/2023,33,Good,PM2.5
"New Castle, IN",35220,5/9/2023,25,Good,PM2.5
"New Orleans-Metairie, LA",35380,5/9/2023,37,Good,PM2.5
"Odessa, TX",36220,5/9/2023,33,Good,PM2.5
"Othello, WA",36830,5/9/2023,10,Good,PM2.5
"Pensacola-Ferry Pass-Brent, FL",37860,5/9/2023,37,Good,PM2.5
"Pierre, SD",38180,5/9/2023,7,Good,PM2.5
"Platteville, WI",38420,5/9/2023,26,Good,PM2.5
"Prineville, OR",39260,5/9/2023,15,Good,PM2.5
"Pullman, WA",39420,5/9/2023,12,Good,PM2.5
"Roanoke Rapids, NC",40260,5/9/2023,28,Good,PM2.5
"Sandpoint, ID",41760,5/9/2023,23,Good,PM2.5
"Scottsbluff, NE",42420,5/9/2023,5,Good,PM2.5
"Shelton, WA",43220,5/9/2023,11,Good,PM2.5
"Sioux City, IA-NE-SD",43580,5/9/2023,30,Good,PM2.5
"Taos, NM",45340,5/9/2023,10,Good,PM2.5
"The Dalles, OR",45520,5/9/2023,12,Good,PM2.5
"Utica-Rome, NY",46540,5/9/2023,16,Good,PM2.5
"Vermillion, SD",46820,5/9/2023,30,Good,PM2.5
"Wenatchee, WA",48300,5/9/2023,14,Good,PM2.5
"Wilmington, NC",48900,5/9/2023,46,Good,PM2.5
"Yakima, WA",49420,5/9/2023,16,Good,PM2.5
"Austin-Round Rock, TX",12420,5/8/2023,65,Moderate,PM2.5
"Birmingham-Hoover, AL",13820,5/8/2023,56,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,5/8/2023,74,Moderate,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,5/8/2023,55,Moderate,PM2.5
"Cleveland, MS",17380,5/8/2023,56,Moderate,PM2.5
"Columbus, GA-AL",17980,5/8/2023,60,Moderate,PM2.5
"Corpus Christi, TX",18580,5/8/2023,70,Moderate,PM2.5
"Corsicana, TX",18620,5/8/2023,58,Moderate,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,5/8/2023,62,Moderate,PM2.5
"Eagle Pass, TX",20580,5/8/2023,54,Moderate,PM2.5
"El Paso, TX",21340,5/8/2023,78,Moderate,PM2.5
"Fort Payne, AL",22840,5/8/2023,54,Moderate,PM2.5
"Houston-The Woodlands-Sugar Land, TX",26420,5/8/2023,60,Moderate,PM2.5
"Jackson, MS",27140,5/8/2023,54,Moderate,PM2.5
"Kingsville, TX",28780,5/8/2023,66,Moderate,PM2.5
"Lancaster, PA",29540,5/8/2023,55,Moderate,PM2.5
"Laredo, TX",29700,5/8/2023,69,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,5/8/2023,58,Moderate,PM2.5
"McAlester, OK",32540,5/8/2023,53,Moderate,PM2.5
"McAllen-Edinburg-Mission, TX",32580,5/8/2023,73,Moderate,PM2.5
"Memphis, TN-MS-AR",32820,5/8/2023,56,Moderate,PM2.5
"Ponca City, OK",38620,5/8/2023,54,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,5/8/2023,66,Moderate,PM2.5
"San Francisco-Oakland-Hayward, CA",41860,5/8/2023,58,Moderate,PM2.5
"Shreveport-Bossier City, LA",43340,5/8/2023,54,Moderate,PM2.5
"Springfield, MO",44180,5/8/2023,58,Moderate,PM2.5
"Tulsa, OK",46140,5/8/2023,55,Moderate,PM2.5
"Waco, TX",47380,5/8/2023,70,Moderate,PM2.5
"Aberdeen, WA",10140,5/8/2023,9,Good,PM2.5
"Albany, GA",10500,5/8/2023,45,Good,PM2.5
"Albany, OR",10540,5/8/2023,11,Good,PM2.5
"Appleton, WI",11540,5/8/2023,33,Good,PM2.5
"Athens, TN",11940,5/8/2023,25,Good,PM2.5
"Bakersfield, CA",12540,5/8/2023,24,Good,PM2.5
"Baton Rouge, LA",12940,5/8/2023,47,Good,PM2.5
"Bay City, MI",13020,5/8/2023,24,Good,PM2.5
"Beatrice, NE",13100,5/8/2023,33,Good,PM2.5
"Beaumont-Port Arthur, TX",13140,5/8/2023,39,Good,PM2.5
"Beaver Dam, WI",13180,5/8/2023,35,Good,PM2.5
"Bemidji, MN",13420,5/8/2023,0,Good,PM2.5
"Bend-Redmond, OR",13460,5/8/2023,9,Good,PM2.5
"Billings, MT",13740,5/8/2023,9,Good,PM2.5
"Bismarck, ND",13900,5/8/2023,44,Good,PM2.5
"Boulder, CO",14500,5/8/2023,21,Good,PM2.5
"Bozeman, MT",14580,5/8/2023,14,Good,PM2.5
"Bremerton-Silverdale, WA",14740,5/8/2023,8,Good,PM2.5
"Butte-Silver Bow, MT",15580,5/8/2023,6,Good,PM2.5
"Centralia, WA",16500,5/8/2023,14,Good,PM2.5
"Coeur d'Alene, ID",17660,5/8/2023,10,Good,PM2.5
"Cookeville, TN",18260,5/8/2023,22,Good,PM2.5
"Crescent City, CA",18860,5/8/2023,17,Good,PM2.5
"Detroit-Warren-Dearborn, MI",19820,5/8/2023,49,Good,PM2.5
"Dyersburg, TN",20540,5/8/2023,42,Good,PM2.5
"Elkhart-Goshen, IN",21140,5/8/2023,39,Good,PM2.5
"Ellensburg, WA",21260,5/8/2023,7,Good,PM2.5
"Fort Smith, AR-OK",22900,5/8/2023,47,Good,PM2.5
"Fort Wayne, IN",23060,5/8/2023,43,Good,PM2.5
"Gadsden, AL",23460,5/8/2023,43,Good,PM2.5
"Gainesville, GA",23580,5/8/2023,33,Good,PM2.5
"Gardnerville Ranchos, NV",23820,5/8/2023,15,Good,PM2.5
"Grand Island, NE",24260,5/8/2023,25,Good,PM2.5
"Grants Pass, OR",24420,5/8/2023,10,Good,PM2.5
"Great Falls, MT",24500,5/8/2023,25,Good,PM2.5
"Gulfport-Biloxi-Pascagoula, MS",25060,5/8/2023,42,Good,PM2.5
"Hailey, ID",25200,5/8/2023,11,Good,PM2.5
"Hattiesburg, MS",25620,5/8/2023,44,Good,PM2.5
"Hilo, HI",25900,5/8/2023,16,Good,PM2.5
"Homosassa Springs, FL",26140,5/8/2023,32,Good,PM2.5
"Houma-Thibodaux, LA",26380,5/8/2023,47,Good,PM2.5
"Iowa City, IA",26980,5/8/2023,13,Good,PM2.5
"Jackson, TN",27180,5/8/2023,43,Good,PM2.5
"Juneau, AK",27940,5/8/2023,20,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,5/8/2023,19,Good,PM2.5
"Kalamazoo-Portage, MI",28020,5/8/2023,36,Good,PM2.5
"Klamath Falls, OR",28900,5/8/2023,17,Good,PM2.5
"La Crosse-Onalaska, WI-MN",29100,5/8/2023,35,Good,PM2.5
"La Grande, OR",29260,5/8/2023,13,Good,PM2.5
"Lake Charles, LA",29340,5/8/2023,44,Good,PM2.5
"Lawrenceburg, TN",29980,5/8/2023,40,Good,PM2.5
"Lewiston, ID-WA",30300,5/8/2023,29,Good,PM2.5
"Lima, OH",30620,5/8/2023,36,Good,PM2.5
"Longview, WA",31020,5/8/2023,7,Good,PM2.5
"Lubbock, TX",31180,5/8/2023,4,Good,PM2.5
"Macon, GA",31420,5/8/2023,48,Good,PM2.5
"Marshall, TX",32220,5/8/2023,48,Good,PM2.5
"Mayaguez, PR",32420,5/8/2023,43,Good,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,5/8/2023,41,Good,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,5/8/2023,50,Good,PM2.5
"Mobile, AL",33660,5/8/2023,40,Good,PM2.5
"Montgomery, AL",33860,5/8/2023,46,Good,PM2.5
"Moscow, ID",34140,5/8/2023,8,Good,PM2.5
"Moses Lake, WA",34180,5/8/2023,11,Good,PM2.5
"Muscatine, IA",34700,5/8/2023,19,Good,PM2.5
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,5/8/2023,41,Good,PM2.5
"New Castle, IN",35220,5/8/2023,28,Good,PM2.5
"New Orleans-Metairie, LA",35380,5/8/2023,50,Good,PM2.5
"Odessa, TX",36220,5/8/2023,36,Good,PM2.5
"Othello, WA",36830,5/8/2023,6,Good,PM2.5
"Pierre, SD",38180,5/8/2023,9,Good,PM2.5
"Platteville, WI",38420,5/8/2023,15,Good,PM2.5
"Portsmouth, OH",39020,5/8/2023,22,Good,PM2.5
"Prineville, OR",39260,5/8/2023,18,Good,PM2.5
"Pullman, WA",39420,5/8/2023,8,Good,PM2.5
"Roanoke Rapids, NC",40260,5/8/2023,33,Good,PM2.5
"Rome, GA",40660,5/8/2023,21,Good,PM2.5
"Shelton, WA",43220,5/8/2023,10,Good,PM2.5
"South Bend-Mishawaka, IN-MI",43780,5/8/2023,47,Good,PM2.5
"Tallahassee, FL",45220,5/8/2023,42,Good,PM2.5
"Taos, NM",45340,5/8/2023,10,Good,PM2.5
"The Dalles, OR",45520,5/8/2023,14,Good,PM2.5
"Torrington, CT",45860,5/8/2023,17,Good,PM2.5
"Utica-Rome, NY",46540,5/8/2023,15,Good,PM2.5
"Valdosta, GA",46660,5/8/2023,35,Good,PM2.5
"Vermillion, SD",46820,5/8/2023,23,Good,PM2.5
"Warner Robins, GA",47580,5/8/2023,43,Good,PM2.5
"Wenatchee, WA",48300,5/8/2023,13,Good,PM2.5
"Wheeling, WV-OH",48540,5/8/2023,46,Good,PM2.5
"Yakima, WA",49420,5/8/2023,13,Good,PM2.5
"Austin-Round Rock, TX",12420,5/7/2023,51,Moderate,PM2.5
"Baton Rouge, LA",12940,5/7/2023,55,Moderate,PM2.5
"Birmingham-Hoover, AL",13820,5/7/2023,52,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,5/7/2023,81,Moderate,PM2.5
"Cincinnati, OH-KY-IN",17140,5/7/2023,51,Moderate,PM2.5
"Corpus Christi, TX",18580,5/7/2023,67,Moderate,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,5/7/2023,56,Moderate,PM2.5
"Detroit-Warren-Dearborn, MI",19820,5/7/2023,54,Moderate,PM2.5
"Eagle Pass, TX",20580,5/7/2023,70,Moderate,PM2.5
"Fort Payne, AL",22840,5/7/2023,53,Moderate,PM2.5
"Gadsden, AL",23460,5/7/2023,51,Moderate,PM2.5
"Gainesville, GA",23580,5/7/2023,52,Moderate,PM2.5
"Greenville-Anderson-Mauldin, SC",24860,5/7/2023,56,Moderate,PM2.5
"Houston-The Woodlands-Sugar Land, TX",26420,5/7/2023,62,Moderate,PM2.5
"Kalamazoo-Portage, MI",28020,5/7/2023,51,Moderate,PM2.5
"Kingsville, TX",28780,5/7/2023,66,Moderate,PM2.5
"La Crosse-Onalaska, WI-MN",29100,5/7/2023,54,Moderate,PM2.5
"Lancaster, PA",29540,5/7/2023,59,Moderate,PM2.5
"Laredo, TX",29700,5/7/2023,71,Moderate,PM2.5
"Lawton, OK",30020,5/7/2023,51,Moderate,PM2.5
"Mayaguez, PR",32420,5/7/2023,59,Moderate,PM2.5
"McAllen-Edinburg-Mission, TX",32580,5/7/2023,63,Moderate,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,5/7/2023,61,Moderate,PM2.5
"Odessa, TX",36220,5/7/2023,66,Moderate,PM2.5
"Oklahoma City, OK",36420,5/7/2023,53,Moderate,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,5/7/2023,60,Moderate,PM2.5
"Pittsburgh, PA",38300,5/7/2023,64,Moderate,PM2.5
"Ponca City, OK",38620,5/7/2023,51,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,5/7/2023,55,Moderate,PM2.5
"San Francisco-Oakland-Hayward, CA",41860,5/7/2023,65,Moderate,PM2.5
"Topeka, KS",45820,5/7/2023,53,Moderate,PM2.5
"Tulsa, OK",46140,5/7/2023,54,Moderate,PM2.5
"Waco, TX",47380,5/7/2023,52,Moderate,PM2.5
"Weirton-Steubenville, WV-OH",48260,5/7/2023,52,Moderate,PM2.5
"Aberdeen, WA",10140,5/7/2023,10,Good,PM2.5
"Albany, GA",10500,5/7/2023,31,Good,PM2.5
"Albany, OR",10540,5/7/2023,13,Good,PM2.5
"Appleton, WI",11540,5/7/2023,44,Good,PM2.5
"Ardmore, OK",11620,5/7/2023,46,Good,PM2.5
"Athens, TN",11940,5/7/2023,39,Good,PM2.5
"Athens-Clarke County, GA",12020,5/7/2023,40,Good,PM2.5
"Bakersfield, CA",12540,5/7/2023,19,Good,PM2.5
"Bay City, MI",13020,5/7/2023,21,Good,PM2.5
"Beatrice, NE",13100,5/7/2023,47,Good,PM2.5
"Beaumont-Port Arthur, TX",13140,5/7/2023,47,Good,PM2.5
"Bemidji, MN",13420,5/7/2023,0,Good,PM2.5
"Bend-Redmond, OR",13460,5/7/2023,9,Good,PM2.5
"Billings, MT",13740,5/7/2023,6,Good,PM2.5
"Bismarck, ND",13900,5/7/2023,37,Good,PM2.5
"Boulder, CO",14500,5/7/2023,17,Good,PM2.5
"Bozeman, MT",14580,5/7/2023,8,Good,PM2.5
"Bremerton-Silverdale, WA",14740,5/7/2023,8,Good,PM2.5
"Canton-Massillon, OH",15940,5/7/2023,43,Good,PM2.5
"Centralia, WA",16500,5/7/2023,10,Good,PM2.5
"Charleston, WV",16620,5/7/2023,40,Good,PM2.5
"Charlottesville, VA",16820,5/7/2023,36,Good,PM2.5
"Coeur d'Alene, ID",17660,5/7/2023,15,Good,PM2.5
"Cookeville, TN",18260,5/7/2023,32,Good,PM2.5
"Corsicana, TX",18620,5/7/2023,43,Good,PM2.5
"Crescent City, CA",18860,5/7/2023,10,Good,PM2.5
"Decatur, AL",19460,5/7/2023,42,Good,PM2.5
"Dyersburg, TN",20540,5/7/2023,35,Good,PM2.5
"Ellensburg, WA",21260,5/7/2023,5,Good,PM2.5
"Flint, MI",22420,5/7/2023,43,Good,PM2.5
"Gardnerville Ranchos, NV",23820,5/7/2023,13,Good,PM2.5
"Grand Island, NE",24260,5/7/2023,45,Good,PM2.5
"Grants Pass, OR",24420,5/7/2023,28,Good,PM2.5
"Great Falls, MT",24500,5/7/2023,20,Good,PM2.5
"Greensboro-High Point, NC",24660,5/7/2023,45,Good,PM2.5
"Hailey, ID",25200,5/7/2023,10,Good,PM2.5
"Harrisburg-Carlisle, PA",25420,5/7/2023,47,Good,PM2.5
"Hattiesburg, MS",25620,5/7/2023,41,Good,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,5/7/2023,43,Good,PM2.5
"Hilo, HI",25900,5/7/2023,18,Good,PM2.5
"Homosassa Springs, FL",26140,5/7/2023,28,Good,PM2.5
"Iowa City, IA",26980,5/7/2023,42,Good,PM2.5
"Jackson, MS",27140,5/7/2023,36,Good,PM2.5
"Jackson, TN",27180,5/7/2023,34,Good,PM2.5
"Juneau, AK",27940,5/7/2023,45,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,5/7/2023,19,Good,PM2.5
"Klamath Falls, OR",28900,5/7/2023,15,Good,PM2.5
"La Grande, OR",29260,5/7/2023,10,Good,PM2.5
"Lake Charles, LA",29340,5/7/2023,41,Good,PM2.5
"Lawrenceburg, TN",29980,5/7/2023,50,Good,PM2.5
"Lewiston, ID-WA",30300,5/7/2023,25,Good,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,5/7/2023,50,Good,PM2.5
"Longview, WA",31020,5/7/2023,6,Good,PM2.5
"Lubbock, TX",31180,5/7/2023,0,Good,PM2.5
"Marshall, TX",32220,5/7/2023,43,Good,PM2.5
"McAlester, OK",32540,5/7/2023,46,Good,PM2.5
"Mobile, AL",33660,5/7/2023,40,Good,PM2.5
"Montgomery, AL",33860,5/7/2023,44,Good,PM2.5
"Moscow, ID",34140,5/7/2023,12,Good,PM2.5
"Moses Lake, WA",34180,5/7/2023,10,Good,PM2.5
"Muscatine, IA",34700,5/7/2023,39,Good,PM2.5
"New Castle, IN",35220,5/7/2023,26,Good,PM2.5
"Othello, WA",36830,5/7/2023,5,Good,PM2.5
"Pierre, SD",38180,5/7/2023,11,Good,PM2.5
"Platteville, WI",38420,5/7/2023,41,Good,PM2.5
"Portsmouth, OH",39020,5/7/2023,40,Good,PM2.5
"Prineville, OR",39260,5/7/2023,13,Good,PM2.5
"Pullman, WA",39420,5/7/2023,8,Good,PM2.5
"Roanoke Rapids, NC",40260,5/7/2023,33,Good,PM2.5
"Rochester, MN",40340,5/7/2023,45,Good,PM2.5
"Rome, GA",40660,5/7/2023,38,Good,PM2.5
"Sandpoint, ID",41760,5/7/2023,15,Good,PM2.5
"Shelton, WA",43220,5/7/2023,8,Good,PM2.5
"Shreveport-Bossier City, LA",43340,5/7/2023,45,Good,PM2.5
"Taos, NM",45340,5/7/2023,7,Good,PM2.5
"The Dalles, OR",45520,5/7/2023,12,Good,PM2.5
"Tuscaloosa, AL",46220,5/7/2023,48,Good,PM2.5
"Urban Honolulu, HI",46520,5/7/2023,43,Good,PM2.5
"Utica-Rome, NY",46540,5/7/2023,10,Good,PM2.5
"Valdosta, GA",46660,5/7/2023,26,Good,PM2.5
"Vermillion, SD",46820,5/7/2023,21,Good,PM2.5
"Warner Robins, GA",47580,5/7/2023,28,Good,PM2.5
"Waterloo-Cedar Falls, IA",47940,5/7/2023,48,Good,PM2.5
"Wenatchee, WA",48300,5/7/2023,11,Good,PM2.5
"Wheeling, WV-OH",48540,5/7/2023,35,Good,PM2.5
"Winchester, VA-WV",49020,5/7/2023,33,Good,PM2.5
"Winston-Salem, NC",49180,5/7/2023,46,Good,PM2.5
"Yakima, WA",49420,5/7/2023,7,Good,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,5/7/2023,48,Good,PM2.5
"Eagle Pass, TX",20580,5/6/2023,101,Unhealthy for Sensitive Groups,PM2.5
"Laredo, TX",29700,5/6/2023,112,Unhealthy for Sensitive Groups,PM2.5
"Ada, OK",10220,5/6/2023,55,Moderate,PM2.5
"Austin-Round Rock, TX",12420,5/6/2023,69,Moderate,PM2.5
"Beatrice, NE",13100,5/6/2023,51,Moderate,PM2.5
"Birmingham-Hoover, AL",13820,5/6/2023,57,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,5/6/2023,76,Moderate,PM2.5
"Cedar Rapids, IA",16300,5/6/2023,53,Moderate,PM2.5
