CBSA,CBSA Code,Date,AQI,Category,Parameter
"Homosassa Springs, FL",26140,5/13/2023,27,Good,PM2.5
"Houma-Thibodaux, LA",26380,5/13/2023,48,Good,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,5/13/2023,46,Good,PM2.5
"Jackson, TN",27180,5/13/2023,27,Good,PM2.5
"Juneau, AK",27940,5/13/2023,11,Good,PM2.5
"Klamath Falls, OR",28900,5/13/2023,15,Good,PM2.5
"La Grande, OR",29260,5/13/2023,16,Good,PM2.5
"Lake Charles, LA",29340,5/13/2023,43,Good,PM2.5
"Lawrenceburg, TN",29980,5/13/2023,21,Good,PM2.5
"Lewiston, ID-WA",30300,5/13/2023,30,Good,PM2.5
"Longview, WA",31020,5/13/2023,21,Good,PM2.5
"Lubbock, TX",31180,5/13/2023,5,Good,PM2.5
"Macon, GA",31420,5/13/2023,43,Good,PM2.5
"Marshall, TX",32220,5/13/2023,35,Good,PM2.5
"Mayaguez, PR",32420,5/13/2023,23,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,5/13/2023,21,Good,PM2.5
"Memphis, TN-MS-AR",32820,5/13/2023,48,Good,PM2.5
"Minot, ND",33500,5/13/2023,30,Good,PM2.5
"Moscow, ID",34140,5/13/2023,12,Good,PM2.5
"Moses Lake, WA",34180,5/13/2023,25,Good,PM2.5
"New Castle, IN",35220,5/13/2023,43,Good,PM2.5
"New Orleans-Metairie, LA",35380,5/13/2023,43,Good,PM2.5
"Nogales, AZ",35700,5/13/2023,34,Good,PM2.5
"Odessa, TX",36220,5/13/2023,17,Good,PM2.5
"Othello, WA",36830,5/13/2023,19,Good,PM2.5
"Panama City, FL",37460,5/13/2023,38,Good,PM2.5
"Pierre, SD",38180,5/13/2023,17,Good,PM2.5
"Ponca City, OK",38620,5/13/2023,23,Good,PM2.5
"Portsmouth, OH",39020,5/13/2023,37,Good,PM2.5
"Prineville, OR",39260,5/13/2023,24,Good,PM2.5
"Pullman, WA",39420,5/13/2023,20,Good,PM2.5
"Roanoke Rapids, NC",40260,5/13/2023,44,Good,PM2.5
"Roanoke, VA",40220,5/13/2023,41,Good,PM2.5
"Sandpoint, ID",41760,5/13/2023,22,Good,PM2.5
"Santa Maria-Santa Barbara, CA",42200,5/13/2023,49,Good,PM2.5
"Scottsbluff, NE",42420,5/13/2023,0,Good,PM2.5
"Shelton, WA",43220,5/13/2023,25,Good,PM2.5
"Sheridan, WY",43260,5/13/2023,34,Good,PM2.5
"Shreveport-Bossier City, LA",43340,5/13/2023,48,Good,PM2.5
"Springfield, IL",44100,5/13/2023,48,Good,PM2.5
"St. Louis, MO-IL",41180,5/13/2023,49,Good,PM2.5
"State College, PA",44300,5/13/2023,47,Good,PM2.5
"Tallahassee, FL",45220,5/13/2023,48,Good,PM2.5
"Taos, NM",45340,5/13/2023,14,Good,PM2.5
"Terre Haute, IN",45460,5/13/2023,43,Good,PM2.5
"The Dalles, OR",45520,5/13/2023,19,Good,PM2.5
"Twin Falls, ID",46300,5/13/2023,13,Good,PM2.5
"Valdosta, GA",46660,5/13/2023,36,Good,PM2.5
"Vermillion, SD",46820,5/13/2023,20,Good,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,5/13/2023,50,Good,PM2.5
"Warner Robins, GA",47580,5/13/2023,45,Good,PM2.5
"Wenatchee, WA",48300,5/13/2023,26,Good,PM2.5
"Yakima, WA",49420,5/13/2023,26,Good,PM2.5
"Brownsville-Harlingen, TX",15180,5/12/2023,141,Unhealthy for Sensitive Groups,PM2.5
"Laredo, TX",29700,5/12/2023,109,Unhealthy for Sensitive Groups,PM2.5
"Pittsburgh, PA",38300,5/12/2023,114,Unhealthy for Sensitive Groups,PM2.5
"Ada, OK",10220,5/12/2023,63,Moderate,PM2.5
"Appleton, WI",11540,5/12/2023,59,Moderate,PM2.5
"Ardmore, OK",11620,5/12/2023,72,Moderate,PM2.5
"Athens, OH",11900,5/12/2023,52,Moderate,PM2.5
"Atlanta-Sandy Springs-Roswell, GA",12060,5/12/2023,52,Moderate,PM2.5
"Austin-Round Rock, TX",12420,5/12/2023,76,Moderate,PM2.5
"Bakersfield, CA",12540,5/12/2023,51,Moderate,PM2.5
"Bay City, MI",13020,5/12/2023,51,Moderate,PM2.5
"Beaumont-Port Arthur, TX",13140,5/12/2023,53,Moderate,PM2.5
"Beaver Dam, WI",13180,5/12/2023,51,Moderate,PM2.5
"Bend-Redmond, OR",13460,5/12/2023,63,Moderate,PM2.5
"Cedar Rapids, IA",16300,5/12/2023,53,Moderate,PM2.5
"Charlottesville, VA",16820,5/12/2023,52,Moderate,PM2.5
"Cincinnati, OH-KY-IN",17140,5/12/2023,60,Moderate,PM2.5
"Clarksburg, WV",17220,5/12/2023,62,Moderate,PM2.5
"Clinton, IA",17540,5/12/2023,54,Moderate,PM2.5
"Corpus Christi, TX",18580,5/12/2023,78,Moderate,PM2.5
"Corsicana, TX",18620,5/12/2023,64,Moderate,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,5/12/2023,85,Moderate,PM2.5
"Dayton, OH",19380,5/12/2023,55,Moderate,PM2.5
"Eagle Pass, TX",20580,5/12/2023,85,Moderate,PM2.5
"Elkhart-Goshen, IN",21140,5/12/2023,52,Moderate,PM2.5
"Fairmont, WV",21900,5/12/2023,62,Moderate,PM2.5
"Florence, SC",22500,5/12/2023,52,Moderate,PM2.5
"Fort Smith, AR-OK",22900,5/12/2023,52,Moderate,PM2.5
"Fort Wayne, IN",23060,5/12/2023,54,Moderate,PM2.5
"Greenville-Anderson-Mauldin, SC",24860,5/12/2023,60,Moderate,PM2.5
"Homosassa Springs, FL",26140,5/12/2023,63,Moderate,PM2.5
"Houston-The Woodlands-Sugar Land, TX",26420,5/12/2023,64,Moderate,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,5/12/2023,52,Moderate,PM2.5
"Kalamazoo-Portage, MI",28020,5/12/2023,66,Moderate,PM2.5
"Kansas City, MO-KS",28140,5/12/2023,54,Moderate,PM2.5
"Lake Charles, LA",29340,5/12/2023,51,Moderate,PM2.5
"Madison, WI",31540,5/12/2023,54,Moderate,PM2.5
"McAlester, OK",32540,5/12/2023,58,Moderate,PM2.5
"McAllen-Edinburg-Mission, TX",32580,5/12/2023,95,Moderate,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,5/12/2023,53,Moderate,PM2.5
"Muscatine, IA",34700,5/12/2023,53,Moderate,PM2.5
"Odessa, TX",36220,5/12/2023,56,Moderate,PM2.5
"Oklahoma City, OK",36420,5/12/2023,78,Moderate,PM2.5
"Parkersburg-Vienna, WV",37620,5/12/2023,63,Moderate,PM2.5
"Peoria, IL",37900,5/12/2023,54,Moderate,PM2.5
"Platteville, WI",38420,5/12/2023,53,Moderate,PM2.5
"Ponca City, OK",38620,5/12/2023,60,Moderate,PM2.5
"Portsmouth, OH",39020,5/12/2023,54,Moderate,PM2.5
"Richmond, VA",40060,5/12/2023,52,Moderate,PM2.5
"Roanoke, VA",40220,5/12/2023,55,Moderate,PM2.5
"Rockford, IL",40420,5/12/2023,53,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,5/12/2023,83,Moderate,PM2.5
"Shreveport-Bossier City, LA",43340,5/12/2023,59,Moderate,PM2.5
"South Bend-Mishawaka, IN-MI",43780,5/12/2023,57,Moderate,PM2.5
"Springfield, OH",44220,5/12/2023,56,Moderate,PM2.5
"St. Joseph, MO-KS",41140,5/12/2023,52,Moderate,PM2.5
"St. Louis, MO-IL",41180,5/12/2023,52,Moderate,PM2.5
"Tallahassee, FL",45220,5/12/2023,58,Moderate,PM2.5
"Tampa-St. Petersburg-Clearwater, FL",45300,5/12/2023,55,Moderate,PM2.5
"Topeka, KS",45820,5/12/2023,51,Moderate,PM2.5
"Tulsa, OK",46140,5/12/2023,65,Moderate,PM2.5
"Waco, TX",47380,5/12/2023,73,Moderate,PM2.5
"Waterloo-Cedar Falls, IA",47940,5/12/2023,51,Moderate,PM2.5
"Wheeling, WV-OH",48540,5/12/2023,62,Moderate,PM2.5
"Winchester, VA-WV",49020,5/12/2023,70,Moderate,PM2.5
"Winston-Salem, NC",49180,5/12/2023,52,Moderate,PM2.5
"Aberdeen, WA",10140,5/12/2023,18,Good,PM2.5
"Albany, GA",10500,5/12/2023,44,Good,PM2.5
"Albany, OR",10540,5/12/2023,34,Good,PM2.5
"Alexandria, LA",10780,5/12/2023,31,Good,PM2.5
"Athens, TN",11940,5/12/2023,42,Good,PM2.5
"Athens-Clarke County, GA",12020,5/12/2023,42,Good,PM2.5
"Atlantic City-Hammonton, NJ",12100,5/12/2023,49,Good,PM2.5
"Augusta-Richmond County, GA-SC",12260,5/12/2023,40,Good,PM2.5
"Baton Rouge, LA",12940,5/12/2023,47,Good,PM2.5
"Beatrice, NE",13100,5/12/2023,23,Good,PM2.5
"Bemidji, MN",13420,5/12/2023,15,Good,PM2.5
"Billings, MT",13740,5/12/2023,20,Good,PM2.5
"Bismarck, ND",13900,5/12/2023,43,Good,PM2.5
"Bloomington, IL",14010,5/12/2023,48,Good,PM2.5
"Bozeman, MT",14580,5/12/2023,16,Good,PM2.5
"Bremerton-Silverdale, WA",14740,5/12/2023,18,Good,PM2.5
"Butte-Silver Bow, MT",15580,5/12/2023,19,Good,PM2.5
"Centralia, WA",16500,5/12/2023,17,Good,PM2.5
"Charleston, WV",16620,5/12/2023,46,Good,PM2.5
"Charleston-North Charleston, SC",16700,5/12/2023,46,Good,PM2.5
"Chattanooga, TN-GA",16860,5/12/2023,48,Good,PM2.5
"Clearlake, CA",17340,5/12/2023,17,Good,PM2.5
"Coeur d'Alene, ID",17660,5/12/2023,24,Good,PM2.5
"Columbus, GA-AL",17980,5/12/2023,39,Good,PM2.5
"Cookeville, TN",18260,5/12/2023,37,Good,PM2.5
"Davenport-Moline-Rock Island, IA-IL",19340,5/12/2023,50,Good,PM2.5
"Decatur, AL",19460,5/12/2023,19,Good,PM2.5
"Decatur, IL",19500,5/12/2023,45,Good,PM2.5
"Deltona-Daytona Beach-Ormond Beach, FL",19660,5/12/2023,38,Good,PM2.5
"Des Moines-West Des Moines, IA",19780,5/12/2023,44,Good,PM2.5
"Douglas, GA",20060,5/12/2023,28,Good,PM2.5
"Dyersburg, TN",20540,5/12/2023,24,Good,PM2.5
"El Dorado, AR",20980,5/12/2023,22,Good,PM2.5
"Ellensburg, WA",21260,5/12/2023,21,Good,PM2.5
"Evansville, IN-KY",21780,5/12/2023,35,Good,PM2.5
"Fayetteville-Springdale-Rogers, AR-MO",22220,5/12/2023,48,Good,PM2.5
"Fort Madison-Keokuk, IA-IL-MO",22800,5/12/2023,36,Good,PM2.5
"Fort Payne, AL",22840,5/12/2023,46,Good,PM2.5
"Gadsden, AL",23460,5/12/2023,38,Good,PM2.5
"Gainesville, FL",23540,5/12/2023,36,Good,PM2.5
"Gainesville, GA",23580,5/12/2023,49,Good,PM2.5
"Gardnerville Ranchos, NV",23820,5/12/2023,17,Good,PM2.5
"Grand Island, NE",24260,5/12/2023,23,Good,PM2.5
"Grants Pass, OR",24420,5/12/2023,24,Good,PM2.5
"Great Falls, MT",24500,5/12/2023,38,Good,PM2.5
"Greensboro-High Point, NC",24660,5/12/2023,50,Good,PM2.5
"Hailey, ID",25200,5/12/2023,13,Good,PM2.5
"Hammond, LA",25220,5/12/2023,33,Good,PM2.5
"Hattiesburg, MS",25620,5/12/2023,28,Good,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,5/12/2023,41,Good,PM2.5
"Hilo, HI",25900,5/12/2023,17,Good,PM2.5
"Hot Springs, AR",26300,5/12/2023,25,Good,PM2.5
"Houma-Thibodaux, LA",26380,5/12/2023,50,Good,PM2.5
"Indiana, PA",26860,5/12/2023,49,Good,PM2.5
"Iowa City, IA",26980,5/12/2023,46,Good,PM2.5
"Jackson, TN",27180,5/12/2023,25,Good,PM2.5
"Jasper, IN",27540,5/12/2023,30,Good,PM2.5
"Juneau, AK",27940,5/12/2023,4,Good,PM2.5
"Klamath Falls, OR",28900,5/12/2023,17,Good,PM2.5
"Knoxville, TN",28940,5/12/2023,50,Good,PM2.5
"La Grande, OR",29260,5/12/2023,18,Good,PM2.5
"Lafayette, LA",29180,5/12/2023,38,Good,PM2.5
"Lawrenceburg, TN",29980,5/12/2023,24,Good,PM2.5
"Lewiston, ID-WA",30300,5/12/2023,44,Good,PM2.5
"Lexington-Fayette, KY",30460,5/12/2023,38,Good,PM2.5
"Lima, OH",30620,5/12/2023,46,Good,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,5/12/2023,38,Good,PM2.5
"Longview, WA",31020,5/12/2023,10,Good,PM2.5
"Louisville/Jefferson County, KY-IN",31140,5/12/2023,44,Good,PM2.5
"Lubbock, TX",31180,5/12/2023,26,Good,PM2.5
"Lynchburg, VA",31340,5/12/2023,49,Good,PM2.5
"Macon, GA",31420,5/12/2023,34,Good,PM2.5
"Marshall, TX",32220,5/12/2023,48,Good,PM2.5
"Michigan City-La Porte, IN",33140,5/12/2023,40,Good,PM2.5
"Minot, ND",33500,5/12/2023,33,Good,PM2.5
"Monroe, LA",33740,5/12/2023,34,Good,PM2.5
"Montgomery, AL",33860,5/12/2023,43,Good,PM2.5
"Moscow, ID",34140,5/12/2023,18,Good,PM2.5
"Moses Lake, WA",34180,5/12/2023,21,Good,PM2.5
"Mount Vernon, IL",34500,5/12/2023,37,Good,PM2.5
"New Castle, IN",35220,5/12/2023,47,Good,PM2.5
"New Orleans-Metairie, LA",35380,5/12/2023,43,Good,PM2.5
"Othello, WA",36830,5/12/2023,15,Good,PM2.5
"Panama City, FL",37460,5/12/2023,45,Good,PM2.5
"Pierre, SD",38180,5/12/2023,21,Good,PM2.5
"Prineville, OR",39260,5/12/2023,20,Good,PM2.5
"Pullman, WA",39420,5/12/2023,20,Good,PM2.5
"Roanoke Rapids, NC",40260,5/12/2023,43,Good,PM2.5
"Rome, GA",40660,5/12/2023,46,Good,PM2.5
"Salinas, CA",41500,5/12/2023,38,Good,PM2.5
"San Francisco-Oakland-Hayward, CA",41860,5/12/2023,44,Good,PM2.5
"San Juan-Carolina-Caguas, PR",41980,5/12/2023,33,Good,PM2.5
"Sandpoint, ID",41760,5/12/2023,21,Good,PM2.5
"Santa Maria-Santa Barbara, CA",42200,5/12/2023,42,Good,PM2.5
"Scottsbluff, NE",42420,5/12/2023,0,Good,PM2.5
"Shelton, WA",43220,5/12/2023,20,Good,PM2.5
"Sioux City, IA-NE-SD",43580,5/12/2023,23,Good,PM2.5
"Somerset, KY",43700,5/12/2023,37,Good,PM2.5
"Spartanburg, SC",43900,5/12/2023,42,Good,PM2.5
"Springfield, IL",44100,5/12/2023,47,Good,PM2.5
"Springfield, MO",44180,5/12/2023,41,Good,PM2.5
"Taos, NM",45340,5/12/2023,28,Good,PM2.5
"The Dalles, OR",45520,5/12/2023,18,Good,PM2.5
"Twin Falls, ID",46300,5/12/2023,22,Good,PM2.5
"Valdosta, GA",46660,5/12/2023,38,Good,PM2.5
"Vermillion, SD",46820,5/12/2023,23,Good,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,5/12/2023,46,Good,PM2.5
"Warner Robins, GA",47580,5/12/2023,31,Good,PM2.5
"Wenatchee, WA",48300,5/12/2023,20,Good,PM2.5
"Yakima, WA",49420,5/12/2023,33,Good,PM2.5
"Brownsville-Harlingen, TX",15180,5/11/2023,110,Unhealthy for Sensitive Groups,PM2.5
"Albany, GA",10500,5/11/2023,53,Moderate,PM2.5
"Athens-Clarke County, GA",12020,5/11/2023,52,Moderate,PM2.5
"Atlanta-Sandy Springs-Roswell, GA",12060,5/11/2023,60,Moderate,PM2.5
"Augusta-Richmond County, GA-SC",12260,5/11/2023,52,Moderate,PM2.5
"Austin-Round Rock, TX",12420,5/11/2023,74,Moderate,PM2.5
"Beaumont-Port Arthur, TX",13140,5/11/2023,52,Moderate,PM2.5
"Birmingham-Hoover, AL",13820,5/11/2023,60,Moderate,PM2.5
"Boston-Cambridge-Newton, MA-NH",14460,5/11/2023,55,Moderate,PM2.5
"Canton-Massillon, OH",15940,5/11/2023,88,Moderate,PM2.5
"Chattanooga, TN-GA",16860,5/11/2023,52,Moderate,PM2.5
"Columbia, SC",17900,5/11/2023,53,Moderate,PM2.5
"Columbus, GA-AL",17980,5/11/2023,56,Moderate,PM2.5
"Corpus Christi, TX",18580,5/11/2023,71,Moderate,PM2.5
"Corsicana, TX",18620,5/11/2023,62,Moderate,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,5/11/2023,72,Moderate,PM2.5
"Deltona-Daytona Beach-Ormond Beach, FL",19660,5/11/2023,51,Moderate,PM2.5
"Eagle Pass, TX",20580,5/11/2023,67,Moderate,PM2.5
"El Paso, TX",21340,5/11/2023,79,Moderate,PM2.5
"Fort Payne, AL",22840,5/11/2023,55,Moderate,PM2.5
"Gadsden, AL",23460,5/11/2023,52,Moderate,PM2.5
"Gainesville, FL",23540,5/11/2023,53,Moderate,PM2.5
"Greenville-Anderson-Mauldin, SC",24860,5/11/2023,63,Moderate,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,5/11/2023,51,Moderate,PM2.5
"Homosassa Springs, FL",26140,5/11/2023,61,Moderate,PM2.5
"Houston-The Woodlands-Sugar Land, TX",26420,5/11/2023,62,Moderate,PM2.5
"Knoxville, TN",28940,5/11/2023,55,Moderate,PM2.5
"Laredo, TX",29700,5/11/2023,82,Moderate,PM2.5
"Lebanon, PA",30140,5/11/2023,55,Moderate,PM2.5
"McAllen-Edinburg-Mission, TX",32580,5/11/2023,89,Moderate,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,5/11/2023,55,Moderate,PM2.5
"Montgomery, AL",33860,5/11/2023,56,Moderate,PM2.5
"New Castle, IN",35220,5/11/2023,57,Moderate,PM2.5
"Panama City, FL",37460,5/11/2023,52,Moderate,PM2.5
"San Antonio-New Braunfels, TX",41700,5/11/2023,82,Moderate,PM2.5
"Springfield, MA",44140,5/11/2023,54,Moderate,PM2.5
"St. Louis, MO-IL",41180,5/11/2023,57,Moderate,PM2.5
"Tallahassee, FL",45220,5/11/2023,74,Moderate,PM2.5
"Valdosta, GA",46660,5/11/2023,51,Moderate,PM2.5
"Waco, TX",47380,5/11/2023,64,Moderate,PM2.5
"Winchester, VA-WV",49020,5/11/2023,62,Moderate,PM2.5
"Worcester, MA-CT",49340,5/11/2023,52,Moderate,PM2.5
"Aberdeen, SD",10100,5/11/2023,29,Good,PM2.5
"Aberdeen, WA",10140,5/11/2023,10,Good,PM2.5
"Albany, OR",10540,5/11/2023,49,Good,PM2.5
"Ardmore, OK",11620,5/11/2023,45,Good,PM2.5
"Athens, TN",11940,5/11/2023,46,Good,PM2.5
"Bakersfield, CA",12540,5/11/2023,34,Good,PM2.5
"Baton Rouge, LA",12940,5/11/2023,39,Good,PM2.5
"Bay City, MI",13020,5/11/2023,34,Good,PM2.5
"Beatrice, NE",13100,5/11/2023,11,Good,PM2.5
"Bemidji, MN",13420,5/11/2023,6,Good,PM2.5
"Bend-Redmond, OR",13460,5/11/2023,15,Good,PM2.5
"Billings, MT",13740,5/11/2023,18,Good,PM2.5
"Bowling Green, KY",14540,5/11/2023,39,Good,PM2.5
"Bozeman, MT",14580,5/11/2023,13,Good,PM2.5
"Bremerton-Silverdale, WA",14740,5/11/2023,10,Good,PM2.5
"Butte-Silver Bow, MT",15580,5/11/2023,15,Good,PM2.5
"Centralia, WA",16500,5/11/2023,13,Good,PM2.5
"Charleston-North Charleston, SC",16700,5/11/2023,44,Good,PM2.5
"Clarksville, TN-KY",17300,5/11/2023,40,Good,PM2.5
"Cleveland, MS",17380,5/11/2023,47,Good,PM2.5
"Coeur d'Alene, ID",17660,5/11/2023,20,Good,PM2.5
"Cookeville, TN",18260,5/11/2023,35,Good,PM2.5
"Decatur, AL",19460,5/11/2023,39,Good,PM2.5
"Dyersburg, TN",20540,5/11/2023,30,Good,PM2.5
"Ellensburg, WA",21260,5/11/2023,14,Good,PM2.5
"Gainesville, GA",23580,5/11/2023,49,Good,PM2.5
"Gardnerville Ranchos, NV",23820,5/11/2023,29,Good,PM2.5
"Grand Island, NE",24260,5/11/2023,31,Good,PM2.5
"Grants Pass, OR",24420,5/11/2023,19,Good,PM2.5
"Great Falls, MT",24500,5/11/2023,32,Good,PM2.5
"Hailey, ID",25200,5/11/2023,10,Good,PM2.5
"Hattiesburg, MS",25620,5/11/2023,31,Good,PM2.5
"Hilo, HI",25900,5/11/2023,25,Good,PM2.5
"Houma-Thibodaux, LA",26380,5/11/2023,36,Good,PM2.5
"Huntsville, AL",26620,5/11/2023,44,Good,PM2.5
"Indiana, PA",26860,5/11/2023,47,Good,PM2.5
"Iowa City, IA",26980,5/11/2023,38,Good,PM2.5
"Jackson, TN",27180,5/11/2023,37,Good,PM2.5
"Juneau, AK",27940,5/11/2023,12,Good,PM2.5
"Klamath Falls, OR",28900,5/11/2023,14,Good,PM2.5
"La Grande, OR",29260,5/11/2023,14,Good,PM2.5
"Laconia, NH",29060,5/11/2023,46,Good,PM2.5
"Lake Charles, LA",29340,5/11/2023,50,Good,PM2.5
"Lake City, FL",29380,5/11/2023,47,Good,PM2.5
"Lawrenceburg, TN",29980,5/11/2023,43,Good,PM2.5
"Lewiston, ID-WA",30300,5/11/2023,36,Good,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,5/11/2023,37,Good,PM2.5
"Longview, WA",31020,5/11/2023,8,Good,PM2.5
"Lubbock, TX",31180,5/11/2023,20,Good,PM2.5
"Macon, GA",31420,5/11/2023,46,Good,PM2.5
"Marshall, TX",32220,5/11/2023,29,Good,PM2.5
"Mayaguez, PR",32420,5/11/2023,35,Good,PM2.5
"Memphis, TN-MS-AR",32820,5/11/2023,41,Good,PM2.5
"Moscow, ID",34140,5/11/2023,11,Good,PM2.5
"Moses Lake, WA",34180,5/11/2023,20,Good,PM2.5
"Muscatine, IA",34700,5/11/2023,33,Good,PM2.5
"Nashville-Davidson--Murfreesboro--Franklin, TN",34980,5/11/2023,49,Good,PM2.5
"Nogales, AZ",35700,5/11/2023,33,Good,PM2.5
"Ocala, FL",36100,5/11/2023,47,Good,PM2.5
"Odessa, TX",36220,5/11/2023,36,Good,PM2.5
"Oklahoma City, OK",36420,5/11/2023,47,Good,PM2.5
"Othello, WA",36830,5/11/2023,12,Good,PM2.5
"Paducah, KY-IL",37140,5/11/2023,38,Good,PM2.5
"Pierre, SD",38180,5/11/2023,19,Good,PM2.5
"Platteville, WI",38420,5/11/2023,36,Good,PM2.5
"Ponca City, OK",38620,5/11/2023,29,Good,PM2.5
"Portsmouth, OH",39020,5/11/2023,47,Good,PM2.5
"Prineville, OR",39260,5/11/2023,18,Good,PM2.5
"Pullman, WA",39420,5/11/2023,15,Good,PM2.5
"Roanoke Rapids, NC",40260,5/11/2023,42,Good,PM2.5
"Rome, GA",40660,5/11/2023,47,Good,PM2.5
"Sandpoint, ID",41760,5/11/2023,16,Good,PM2.5
"Scottsbluff, NE",42420,5/11/2023,3,Good,PM2.5
"Shelton, WA",43220,5/11/2023,17,Good,PM2.5
"Shreveport-Bossier City, LA",43340,5/11/2023,31,Good,PM2.5
"Taos, NM",45340,5/11/2023,23,Good,PM2.5
"The Dalles, OR",45520,5/11/2023,15,Good,PM2.5
"Tuscaloosa, AL",46220,5/11/2023,47,Good,PM2.5
"Vermillion, SD",46820,5/11/2023,31,Good,PM2.5
"Warner Robins, GA",47580,5/11/2023,45,Good,PM2.5
"Wenatchee, WA",48300,5/11/2023,20,Good,PM2.5
"Yakima, WA",49420,5/11/2023,41,Good,PM2.5
"Albany, GA",10500,5/10/2023,53,Moderate,PM2.5
"Birmingham-Hoover, AL",13820,5/10/2023,56,Moderate,PM2.5
"Brownsville-Harlingen, TX",15180,5/10/2023,94,Moderate,PM2.5
"Brunswick, GA",15260,5/10/2023,52,Moderate,PM2.5
"Cleveland, MS",17380,5/10/2023,53,Moderate,PM2.5
"Corpus Christi, TX",18580,5/10/2023,57,Moderate,PM2.5
"Deltona-Daytona Beach-Ormond Beach, FL",19660,5/10/2023,53,Moderate,PM2.5
"Detroit-Warren-Dearborn, MI",19820,5/10/2023,69,Moderate,PM2.5
"Eagle Pass, TX",20580,5/10/2023,52,Moderate,PM2.5
"El Paso, TX",21340,5/10/2023,97,Moderate,PM2.5
"Jacksonville, FL",27260,5/10/2023,57,Moderate,PM2.5
"Kingsville, TX",28780,5/10/2023,60,Moderate,PM2.5
"Lake City, FL",29380,5/10/2023,53,Moderate,PM2.5
"Laredo, TX",29700,5/10/2023,62,Moderate,PM2.5
"Little Rock-North Little Rock-Conway, AR",30780,5/10/2023,51,Moderate,PM2.5
"Macon, GA",31420,5/10/2023,53,Moderate,PM2.5
"Mayaguez, PR",32420,5/10/2023,58,Moderate,PM2.5
"McAllen-Edinburg-Mission, TX",32580,5/10/2023,63,Moderate,PM2.5
"Memphis, TN-MS-AR",32820,5/10/2023,56,Moderate,PM2.5
"Montgomery, AL",33860,5/10/2023,55,Moderate,PM2.5
"Pittsburgh, PA",38300,5/10/2023,51,Moderate,PM2.5
"Tallahassee, FL",45220,5/10/2023,58,Moderate,PM2.5
"Valdosta, GA",46660,5/10/2023,52,Moderate,PM2.5
"Warner Robins, GA",47580,5/10/2023,52,Moderate,PM2.5
"Aberdeen, WA",10140,5/10/2023,12,Good,PM2.5
"Albany, OR",10540,5/10/2023,20,Good,PM2.5
"Ardmore, OK",11620,5/10/2023,47,Good,PM2.5
"Athens, TN",11940,5/10/2023,27,Good,PM2.5
"Augusta-Richmond County, GA-SC",12260,5/10/2023,46,Good,PM2.5
"Bakersfield, CA",12540,5/10/2023,27,Good,PM2.5
"Bay City, MI",13020,5/10/2023,31,Good,PM2.5
"Beatrice, NE",13100,5/10/2023,21,Good,PM2.5
"Bemidji, MN",13420,5/10/2023,0,Good,PM2.5
"Bend-Redmond, OR",13460,5/10/2023,10,Good,PM2.5
"Billings, MT",13740,5/10/2023,18,Good,PM2.5
"Bozeman, MT",14580,5/10/2023,18,Good,PM2.5
"Bremerton-Silverdale, WA",14740,5/10/2023,12,Good,PM2.5
"Butte-Silver Bow, MT",15580,5/10/2023,10,Good,PM2.5
"Centralia, WA",16500,5/10/2023,12,Good,PM2.5
"Coeur d'Alene, ID",17660,5/10/2023,17,Good,PM2.5
"Cookeville, TN",18260,5/10/2023,25,Good,PM2.5
"Crescent City, CA",18860,5/10/2023,16,Good,PM2.5
"Dallas-Fort Worth-Arlington, TX",19100,5/10/2023,45,Good,PM2.5
"Dyersburg, TN",20540,5/10/2023,32,Good,PM2.5
"Ellensburg, WA",21260,5/10/2023,13,Good,PM2.5
"Gainesville, FL",23540,5/10/2023,44,Good,PM2.5
"Gainesville, GA",23580,5/10/2023,41,Good,PM2.5
"Gardnerville Ranchos, NV",23820,5/10/2023,18,Good,PM2.5
"Grand Island, NE",24260,5/10/2023,33,Good,PM2.5
"Grants Pass, OR",24420,5/10/2023,16,Good,PM2.5
"Great Falls, MT",24500,5/10/2023,33,Good,PM2.5
"Hailey, ID",25200,5/10/2023,8,Good,PM2.5
"Hattiesburg, MS",25620,5/10/2023,44,Good,PM2.5
"Hilo, HI",25900,5/10/2023,18,Good,PM2.5
"Homosassa Springs, FL",26140,5/10/2023,37,Good,PM2.5
"Indiana, PA",26860,5/10/2023,30,Good,PM2.5
"Iowa City, IA",26980,5/10/2023,40,Good,PM2.5
"Jackson, MS",27140,5/10/2023,45,Good,PM2.5
"Jackson, TN",27180,5/10/2023,33,Good,PM2.5
"Juneau, AK",27940,5/10/2023,20,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,5/10/2023,13,Good,PM2.5
