State,County,State Code,County Code,Date,AQI,Category,Parameter
Michigan,Kalamazoo,26,77,6/28,182,Unhealthy,PM2.5
Michigan,Kent,26,81,6/28,175,Unhealthy,PM2.5
Michigan,Lenawee,26,91,6/28,229,Very Unhealthy,PM2.5
Michigan,Macomb,26,99,6/28,178,Unhealthy,PM2.5
Michigan,Missaukee,26,113,6/28,99,Moderate,PM2.5
Michigan,Ottawa,26,139,6/28,184,Unhealthy,PM2.5
Michigan,St. Clair,26,147,6/28,185,Unhealthy,PM2.5
Michigan,Washtenaw,26,161,6/28,196,Unhealthy,PM2.5
Michigan,Wayne,26,163,6/28,200,Unhealthy,PM2.5
Minnesota,Anoka,27,3,6/28,138,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Becker,27,5,6/28,82,Moderate,PM2.5
Minnesota,Beltrami,27,7,6/28,68,Moderate,PM2.5
Minnesota,Carlton,27,17,6/28,62,Moderate,PM2.5
Minnesota,Cass,27,21,6/28,81,Moderate,PM2.5
Minnesota,Crow Wing,27,35,6/28,95,Moderate,PM2.5
Minnesota,Dakota,27,37,6/28,157,Unhealthy,PM2.5
Minnesota,Hennepin,27,53,6/28,155,Unhealthy,PM2.5
Minnesota,Lake,27,75,6/28,77,Moderate,PM2.5
Minnesota,Lyon,27,83,6/28,112,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Olmsted,27,109,6/28,163,Unhealthy,PM2.5
Minnesota,Ramsey,27,123,6/28,155,Unhealthy,PM2.5
Minnesota,Saint Louis,27,137,6/28,73,Moderate,PM2.5
Minnesota,Scott,27,139,6/28,154,Unhealthy,PM2.5
Minnesota,Stearns,27,145,6/28,154,Unhealthy,PM2.5
Minnesota,Wright,27,171,6/28,154,Unhealthy,PM2.5
Mississippi,DeSoto,28,33,6/28,78,Moderate,PM2.5
Mississippi,Forrest,28,35,6/28,33,Good,PM2.5
Mississippi,Harrison,28,47,6/28,41,Good,PM2.5
Missouri,Buchanan,29,21,6/28,53,Moderate,PM2.5
Missouri,Greene,29,77,6/28,52,Moderate,PM2.5
Missouri,Jackson,29,95,6/28,54,Moderate,PM2.5
Missouri,Jefferson,29,99,6/28,121,Unhealthy for Sensitive Groups,PM2.5
Missouri,St. Louis City,29,510,6/28,162,Unhealthy,PM2.5
Montana,Beaverhead,30,1,6/28,8,Good,PM2.5
Montana,Cascade,30,13,6/28,30,Good,PM2.5
Montana,Gallatin,30,31,6/28,16,Good,PM2.5
Montana,Glacier,30,35,6/28,32,Good,PM2.5
Montana,Hill,30,41,6/28,30,Good,PM2.5
Montana,Lincoln,30,53,6/28,28,Good,PM2.5
Montana,Phillips,30,71,6/28,49,Good,PM2.5
Montana,Ravalli,30,81,6/28,8,Good,PM2.5
Montana,Richland,30,83,6/28,49,Good,PM2.5
Montana,Sanders,30,89,6/28,30,Good,PM2.5
Montana,Yellowstone,30,111,6/28,1,Good,PM2.5
Nebraska,Gage,31,67,6/28,30,Good,PM2.5
Nebraska,Hall,31,79,6/28,44,Good,PM2.5
Nebraska,Sarpy,31,153,6/28,40,Good,PM2.5
Nebraska,Scotts Bluff,31,157,6/28,10,Good,PM2.5
Nebraska,Washington,31,177,6/28,45,Good,PM2.5
Nevada,Douglas,32,5,6/28,15,Good,PM2.5
New Jersey,Atlantic,34,1,6/28,63,Moderate,PM2.5
New Jersey,Bergen,34,3,6/28,45,Good,PM2.5
New Jersey,Camden,34,7,6/28,72,Moderate,PM2.5
New Jersey,Cumberland,34,11,6/28,67,Moderate,PM2.5
New Jersey,Hudson,34,17,6/28,51,Moderate,PM2.5
New Jersey,Hunterdon,34,19,6/28,55,Moderate,PM2.5
New Jersey,Mercer,34,21,6/28,64,Moderate,PM2.5
New Jersey,Middlesex,34,23,6/28,55,Moderate,PM2.5
New Jersey,Ocean,34,29,6/28,58,Moderate,PM2.5
New Jersey,Union,34,39,6/28,54,Moderate,PM2.5
New Jersey,Warren,34,41,6/28,55,Moderate,PM2.5
New Mexico,Taos,35,55,6/28,18,Good,PM2.5
New York,Albany,36,1,6/28,49,Good,PM2.5
New York,Bronx,36,5,6/28,55,Moderate,PM2.5
New York,Erie,36,29,6/28,164,Unhealthy,PM2.5
New York,Kings,36,47,6/28,56,Moderate,PM2.5
New York,Monroe,36,55,6/28,166,Unhealthy,PM2.5
New York,Nassau,36,59,6/28,33,Good,PM2.5
New York,Oneida,36,65,6/28,67,Moderate,PM2.5
New York,Onondaga,36,67,6/28,97,Moderate,PM2.5
New York,Orange,36,71,6/28,42,Good,PM2.5
New York,Queens,36,81,6/28,58,Moderate,PM2.5
New York,Steuben,36,101,6/28,155,Unhealthy,PM2.5
North Carolina,Buncombe,37,21,6/28,75,Moderate,PM2.5
North Carolina,Catawba,37,35,6/28,71,Moderate,PM2.5
North Carolina,Cumberland,37,51,6/28,66,Moderate,PM2.5
North Carolina,Davidson,37,57,6/28,69,Moderate,PM2.5
North Carolina,Durham,37,63,6/28,79,Moderate,PM2.5
North Carolina,Edgecombe,37,65,6/28,67,Moderate,PM2.5
North Carolina,Forsyth,37,67,6/28,98,Moderate,PM2.5
North Carolina,Guilford,37,81,6/28,91,Moderate,PM2.5
North Carolina,Mitchell,37,121,6/28,75,Moderate,PM2.5
North Carolina,Montgomery,37,123,6/28,67,Moderate,PM2.5
North Carolina,New Hanover,37,129,6/28,75,Moderate,PM2.5
North Carolina,Northampton,37,131,6/28,73,Moderate,PM2.5
North Carolina,Pitt,37,147,6/28,71,Moderate,PM2.5
North Carolina,Rowan,37,159,6/28,69,Moderate,PM2.5
North Carolina,Swain,37,173,6/28,80,Moderate,PM2.5
North Carolina,Wake,37,183,6/28,84,Moderate,PM2.5
North Dakota,Burleigh,38,15,6/28,52,Moderate,PM2.5
North Dakota,Cass,38,17,6/28,67,Moderate,PM2.5
Ohio,Allen,39,3,6/28,183,Unhealthy,PM2.5
Ohio,Butler,39,17,6/28,185,Unhealthy,PM2.5
Ohio,Clark,39,23,6/28,184,Unhealthy,PM2.5
Ohio,Clermont,39,25,6/28,169,Unhealthy,PM2.5
Ohio,Cuyahoga,39,35,6/28,209,Very Unhealthy,PM2.5
Ohio,Franklin,39,49,6/28,192,Unhealthy,PM2.5
Ohio,Hamilton,39,61,6/28,182,Unhealthy,PM2.5
Ohio,Jefferson,39,81,6/28,204,Very Unhealthy,PM2.5
Ohio,Lake,39,85,6/28,165,Unhealthy,PM2.5
Ohio,Lawrence,39,87,6/28,157,Unhealthy,PM2.5
Ohio,Lucas,39,95,6/28,179,Unhealthy,PM2.5
Ohio,Mahoning,39,99,6/28,202,Very Unhealthy,PM2.5
Ohio,Medina,39,103,6/28,260,Very Unhealthy,PM2.5
Ohio,Montgomery,39,113,6/28,184,Unhealthy,PM2.5
Ohio,Preble,39,135,6/28,189,Unhealthy,PM2.5
Ohio,Scioto,39,145,6/28,166,Unhealthy,PM2.5
Ohio,Stark,39,151,6/28,258,Very Unhealthy,PM2.5
Ohio,Summit,39,153,6/28,205,Very Unhealthy,PM2.5
Ohio,Trumbull,39,155,6/28,197,Unhealthy,PM2.5
Ohio,Warren,39,165,6/28,174,Unhealthy,PM2.5
Oklahoma,Adair,40,1,6/28,46,Good,PM2.5
Oklahoma,Kay,40,71,6/28,48,Good,PM2.5
Oklahoma,Pittsburg,40,121,6/28,48,Good,PM2.5
Oklahoma,Sequoyah,40,135,6/28,44,Good,PM2.5
Oklahoma,Tulsa,40,143,6/28,49,Good,PM2.5
Oregon,Baker,41,1,6/28,24,Good,PM2.5
Oregon,Crook,41,13,6/28,23,Good,PM2.5
Oregon,Deschutes,41,17,6/28,18,Good,PM2.5
Oregon,Grant,41,23,6/28,23,Good,PM2.5
Oregon,Harney,41,25,6/28,19,Good,PM2.5
Oregon,Jefferson,41,31,6/28,19,Good,PM2.5
Oregon,Josephine,41,33,6/28,21,Good,PM2.5
Oregon,Klamath,41,35,6/28,26,Good,PM2.5
Oregon,Lake,41,37,6/28,27,Good,PM2.5
Oregon,Linn,41,43,6/28,15,Good,PM2.5
Oregon,Union,41,61,6/28,23,Good,PM2.5
Oregon,Wallowa,41,63,6/28,18,Good,PM2.5
Oregon,Wasco,41,65,6/28,19,Good,PM2.5
Pennsylvania,Adams,42,1,6/28,140,Unhealthy for Sensitive Groups,PM2.5
Pennsylvania,Allegheny,42,3,6/28,187,Unhealthy,PM2.5
Pennsylvania,Armstrong,42,5,6/28,188,Unhealthy,PM2.5
Pennsylvania,Beaver,42,7,6/28,211,Very Unhealthy,PM2.5
Pennsylvania,Berks,42,11,6/28,89,Moderate,PM2.5
Pennsylvania,Blair,42,13,6/28,166,Unhealthy,PM2.5
Pennsylvania,Cambria,42,21,6/28,169,Unhealthy,PM2.5
Pennsylvania,Centre,42,27,6/28,156,Unhealthy,PM2.5
Pennsylvania,Chester,42,29,6/28,105,Unhealthy for Sensitive Groups,PM2.5
Pennsylvania,Cumberland,42,41,6/28,142,Unhealthy for Sensitive Groups,PM2.5
Pennsylvania,Dauphin,42,43,6/28,144,Unhealthy for Sensitive Groups,PM2.5
Pennsylvania,Delaware,42,45,6/28,88,Moderate,PM2.5
Pennsylvania,Erie,42,49,6/28,173,Unhealthy,PM2.5
Pennsylvania,Indiana,42,63,6/28,178,Unhealthy,PM2.5
Pennsylvania,Lackawanna,42,69,6/28,79,Moderate,PM2.5
Pennsylvania,Lancaster,42,71,6/28,125,Unhealthy for Sensitive Groups,PM2.5
Pennsylvania,Lebanon,42,75,6/28,117,Unhealthy for Sensitive Groups,PM2.5
Pennsylvania,Lehigh,42,77,6/28,75,Moderate,PM2.5
Pennsylvania,Mercer,42,85,6/28,184,Unhealthy,PM2.5
Pennsylvania,Montgomery,42,91,6/28,83,Moderate,PM2.5
Pennsylvania,Northampton,42,95,6/28,73,Moderate,PM2.5
Pennsylvania,Philadelphia,42,101,6/28,95,Moderate,PM2.5
Pennsylvania,Washington,42,125,6/28,193,Unhealthy,PM2.5
Pennsylvania,York,42,133,6/28,116,Unhealthy for Sensitive Groups,PM2.5
South Carolina,Charleston,45,19,6/28,73,Moderate,PM2.5
South Carolina,Chesterfield,45,25,6/28,73,Moderate,PM2.5
South Carolina,Edgefield,45,37,6/28,65,Moderate,PM2.5
South Carolina,Florence,45,41,6/28,78,Moderate,PM2.5
South Carolina,Horry,45,51,6/28,66,Moderate,PM2.5
South Carolina,Richland,45,79,6/28,70,Moderate,PM2.5
South Carolina,Spartanburg,45,83,6/28,71,Moderate,PM2.5
South Dakota,Brookings,46,11,6/28,74,Moderate,PM2.5
South Dakota,Brown,46,13,6/28,34,Good,PM2.5
South Dakota,Codington,46,29,6/28,69,Moderate,PM2.5
South Dakota,Hughes,46,65,6/28,3,Good,PM2.5
Tennessee,Dyer,47,45,6/28,50,Good,PM2.5
Tennessee,Hamilton,47,65,6/28,95,Moderate,PM2.5
Tennessee,Knox,47,93,6/28,102,Unhealthy for Sensitive Groups,PM2.5
Tennessee,Lawrence,47,99,6/28,48,Good,PM2.5
Tennessee,Madison,47,113,6/28,53,Moderate,PM2.5
Tennessee,Maury,47,119,6/28,55,Moderate,PM2.5
Tennessee,McMinn,47,107,6/28,95,Moderate,PM2.5
Tennessee,Montgomery,47,125,6/28,70,Moderate,PM2.5
Tennessee,Putnam,47,141,6/28,109,Unhealthy for Sensitive Groups,PM2.5
Tennessee,Roane,47,145,6/28,89,Moderate,PM2.5
Tennessee,Sullivan,47,163,6/28,84,Moderate,PM2.5
Texas,Atascosa,48,13,6/28,47,Good,PM2.5
Texas,Bowie,48,37,6/28,52,Moderate,PM2.5
Texas,Brazos,48,41,6/28,30,Good,PM2.5
Texas,Cameron,48,61,6/28,37,Good,PM2.5
Texas,Dallas,48,113,6/28,52,Moderate,PM2.5
Texas,Ector,48,135,6/28,40,Good,PM2.5
Texas,El Paso,48,141,6/28,79,Moderate,PM2.5
Texas,Harris,48,201,6/28,50,Good,PM2.5
Texas,Harrison,48,203,6/28,42,Good,PM2.5
Texas,Hidalgo,48,215,6/28,28,Good,PM2.5
Texas,Jefferson,48,245,6/28,30,Good,PM2.5
Texas,Kleberg,48,273,6/28,33,Good,PM2.5
Texas,Lubbock,48,303,6/28,40,Good,PM2.5
Texas,McLennan,48,309,6/28,41,Good,PM2.5
Texas,Navarro,48,349,6/28,46,Good,PM2.5
Texas,Nueces,48,355,6/28,38,Good,PM2.5
Texas,Orange,48,361,6/28,30,Good,PM2.5
Texas,Potter,48,375,6/28,49,Good,PM2.5
Texas,Tarrant,48,439,6/28,55,Moderate,PM2.5
Texas,Travis,48,453,6/28,45,Good,PM2.5
Vermont,Bennington,50,3,6/28,42,Good,PM2.5
Virginia,Albemarle,51,3,6/28,117,Unhealthy for Sensitive Groups,PM2.5
Virginia,Charles,51,36,6/28,74,Moderate,PM2.5
Virginia,Fairfax,51,59,6/28,131,Unhealthy for Sensitive Groups,PM2.5
Virginia,Frederick,51,69,6/28,151,Unhealthy,PM2.5
Virginia,Hampton City,51,650,6/28,58,Moderate,PM2.5
Virginia,Henrico,51,87,6/28,85,Moderate,PM2.5
Virginia,Madison,51,113,6/28,101,Unhealthy for Sensitive Groups,PM2.5
Virginia,Richmond City,51,760,6/28,86,Moderate,PM2.5
Virginia,Roanoke,51,161,6/28,144,Unhealthy for Sensitive Groups,PM2.5
Virginia,Virginia Beach City,51,810,6/28,59,Moderate,PM2.5
Washington,Adams,53,1,6/28,21,Good,PM2.5
Washington,Asotin,53,3,6/28,35,Good,PM2.5
Washington,Chelan,53,7,6/28,31,Good,PM2.5
Washington,Cowlitz,53,15,6/28,3,Good,PM2.5
Washington,Franklin,53,21,6/28,23,Good,PM2.5
Washington,Garfield,53,23,6/28,13,Good,PM2.5
Washington,Grant,53,25,6/28,28,Good,PM2.5
Washington,Grays Harbor,53,27,6/28,8,Good,PM2.5
Washington,Jefferson,53,31,6/28,15,Good,PM2.5
Washington,Kitsap,53,35,6/28,9,Good,PM2.5
Washington,Kittitas,53,37,6/28,27,Good,PM2.5
Washington,Lewis,53,41,6/28,5,Good,PM2.5
Washington,Mason,53,45,6/28,4,Good,PM2.5
Washington,Okanogan,53,47,6/28,33,Good,PM2.5
Washington,Snohomish,53,61,6/28,19,Good,PM2.5
Washington,Stevens,53,65,6/28,28,Good,PM2.5
Washington,Whitman,53,75,6/28,25,Good,PM2.5
Washington,Yakima,53,77,6/28,37,Good,PM2.5
West Virginia,Marshall,54,51,6/28,194,Unhealthy,PM2.5
Wisconsin,Ashland,55,3,6/28,113,Unhealthy for Sensitive Groups,PM2.5
Wisconsin,Brown,55,9,6/28,171,Unhealthy,PM2.5
Wisconsin,Dane,55,25,6/28,243,Very Unhealthy,PM2.5
Wisconsin,Dodge,55,27,6/28,191,Unhealthy,PM2.5
Wisconsin,Eau Claire,55,35,6/28,161,Unhealthy,PM2.5
Wisconsin,Forest,55,41,6/28,171,Unhealthy,PM2.5
Wisconsin,Grant,55,43,6/28,198,Unhealthy,PM2.5
Wisconsin,Jackson,55,53,6/28,156,Unhealthy,PM2.5
Wisconsin,Kenosha,55,59,6/28,178,Unhealthy,PM2.5
Wisconsin,La Crosse,55,63,6/28,173,Unhealthy,PM2.5
Wisconsin,Milwaukee,55,79,6/28,198,Unhealthy,PM2.5
Wisconsin,Monroe,55,81,6/28,167,Unhealthy,PM2.5
Wisconsin,Outagamie,55,87,6/28,177,Unhealthy,PM2.5
Wisconsin,Ozaukee,55,89,6/28,176,Unhealthy,PM2.5
Wisconsin,Sauk,55,111,6/28,246,Very Unhealthy,PM2.5
Wisconsin,Taylor,55,119,6/28,164,Unhealthy,PM2.5
Wisconsin,Vilas,55,125,6/28,160,Unhealthy,PM2.5
Wisconsin,Waukesha,55,133,6/28,193,Unhealthy,PM2.5
Wyoming,Park,56,29,6/28,13,Good,PM2.5
Alabama,Baldwin,1,3,6/27,43,Good,PM2.5
Alabama,Clay,1,27,6/27,58,Moderate,PM2.5
Alabama,DeKalb,1,49,6/27,59,Moderate,PM2.5
Alabama,Etowah,1,55,6/27,58,Moderate,PM2.5
Alabama,Madison,1,89,6/27,62,Moderate,PM2.5
Alabama,Mobile,1,97,6/27,59,Moderate,PM2.5
Alabama,Montgomery,1,101,6/27,61,Moderate,PM2.5
Alabama,Sumter,1,119,6/27,36,Good,PM2.5
Alaska,Juneau ,2,110,6/27,10,Good,PM2.5
Alaska,Matanuska-Susitna ,2,170,6/27,6,Good,PM2.5
Arizona,Santa Cruz,4,23,6/27,38,Good,PM2.5
Arkansas,Pulaski,5,119,6/27,78,Moderate,PM2.5
California,Alameda,6,1,6/27,24,Good,PM2.5
California,Colusa,6,11,6/27,54,Moderate,PM2.5
California,Del Norte,6,15,6/27,7,Good,PM2.5
California,Kern,6,29,6/27,37,Good,PM2.5
California,Mono,6,51,6/27,23,Good,PM2.5
California,Plumas,6,63,6/27,25,Good,PM2.5
California,Sacramento,6,67,6/27,25,Good,PM2.5
California,San Francisco,6,75,6/27,14,Good,PM2.5
California,San Mateo,6,81,6/27,20,Good,PM2.5
California,Santa Barbara,6,83,6/27,35,Good,PM2.5
California,Trinity,6,105,6/27,12,Good,PM2.5
Colorado,Rio Blanco,8,103,6/27,15,Good,PM2.5
Connecticut,New London,9,11,6/27,52,Moderate,PM2.5
Florida,Alachua,12,1,6/27,39,Good,PM2.5
Florida,Baker,12,3,6/27,38,Good,PM2.5
Florida,Citrus,12,17,6/27,41,Good,PM2.5
Florida,Collier,12,21,6/27,37,Good,PM2.5
Florida,Columbia,12,23,6/27,35,Good,PM2.5
Florida,Duval,12,31,6/27,52,Moderate,PM2.5
Florida,Escambia,12,33,6/27,37,Good,PM2.5
Florida,Holmes,12,59,6/27,37,Good,PM2.5
Florida,Leon,12,73,6/27,48,Good,PM2.5
Florida,Marion,12,83,6/27,45,Good,PM2.5
Florida,Miami-Dade,12,86,6/27,35,Good,PM2.5
Florida,Orange,12,95,6/27,42,Good,PM2.5
Florida,Seminole,12,117,6/27,39,Good,PM2.5
Florida,Volusia,12,127,6/27,47,Good,PM2.5
Florida,Wakulla,12,129,6/27,38,Good,PM2.5
Georgia,Bibb,13,21,6/27,70,Moderate,PM2.5
Georgia,Chatham,13,51,6/27,59,Moderate,PM2.5
Georgia,DeKalb,13,89,6/27,62,Moderate,PM2.5
Georgia,Dougherty,13,95,6/27,55,Moderate,PM2.5
Georgia,Floyd,13,115,6/27,55,Moderate,PM2.5
Georgia,Gwinnett,13,135,6/27,54,Moderate,PM2.5
Georgia,Hall,13,139,6/27,58,Moderate,PM2.5
Georgia,Houston,13,153,6/27,62,Moderate,PM2.5
Georgia,Lowndes,13,185,6/27,46,Good,PM2.5
Georgia,Muscogee,13,215,6/27,66,Moderate,PM2.5
Georgia,Walker,13,295,6/27,60,Moderate,PM2.5
Georgia,Washington,13,303,6/27,72,Moderate,PM2.5
Hawaii,Hawaii,15,1,6/27,13,Good,PM2.5
Idaho,Benewah,16,9,6/27,28,Good,PM2.5
Idaho,Boise,16,15,6/27,17,Good,PM2.5
Idaho,Bonner,16,17,6/27,22,Good,PM2.5
Idaho,Bonneville,16,19,6/27,15,Good,PM2.5
Idaho,Canyon,16,27,6/27,21,Good,PM2.5
Idaho,Franklin,16,41,6/27,14,Good,PM2.5
Idaho,Kootenai,16,55,6/27,22,Good,PM2.5
Idaho,Latah,16,57,6/27,15,Good,PM2.5
Idaho,Lemhi,16,59,6/27,13,Good,PM2.5
Idaho,Nez Perce,16,69,6/27,31,Good,PM2.5
Idaho,Shoshone,16,79,6/27,30,Good,PM2.5
Idaho,Twin Falls,16,83,6/27,15,Good,PM2.5
Idaho,Valley,16,85,6/27,17,Good,PM2.5
Illinois,Champaign,17,19,6/27,172,Unhealthy,PM2.5
Illinois,Cook,17,31,6/27,199,Unhealthy,PM2.5
Illinois,DuPage,17,43,6/27,209,Very Unhealthy,PM2.5
Illinois,Hamilton,17,65,6/27,85,Moderate,PM2.5
Illinois,Jersey,17,83,6/27,144,Unhealthy for Sensitive Groups,PM2.5
Illinois,Macon,17,115,6/27,171,Unhealthy,PM2.5
Illinois,Madison,17,119,6/27,77,Moderate,PM2.5
Illinois,McHenry,17,111,6/27,205,Very Unhealthy,PM2.5
Illinois,McLean,17,113,6/27,182,Unhealthy,PM2.5
Illinois,Rock Island,17,161,6/27,185,Unhealthy,PM2.5
Illinois,Saint Clair,17,163,6/27,97,Moderate,PM2.5
Illinois,Sangamon,17,167,6/27,158,Unhealthy,PM2.5
Illinois,Will,17,197,6/27,198,Unhealthy,PM2.5
Illinois,Winnebago,17,201,6/27,194,Unhealthy,PM2.5
Indiana,Bartholomew,18,5,6/27,145,Unhealthy for Sensitive Groups,PM2.5
Indiana,Clark,18,19,6/27,105,Unhealthy for Sensitive Groups,PM2.5
Indiana,Elkhart,18,39,6/27,182,Unhealthy,PM2.5
Indiana,Floyd,18,43,6/27,78,Moderate,PM2.5
Indiana,Greene,18,55,6/27,154,Unhealthy,PM2.5
Indiana,Hamilton,18,57,6/27,169,Unhealthy,PM2.5
Indiana,Henry,18,65,6/27,181,Unhealthy,PM2.5
Indiana,Howard,18,67,6/27,183,Unhealthy,PM2.5
Indiana,Lake,18,89,6/27,195,Unhealthy,PM2.5
Indiana,Madison,18,95,6/27,205,Very Unhealthy,PM2.5
Indiana,Marion,18,97,6/27,181,Unhealthy,PM2.5
Indiana,Monroe,18,105,6/27,155,Unhealthy,PM2.5
Indiana,Porter,18,127,6/27,172,Unhealthy,PM2.5
Indiana,St. Joseph,18,141,6/27,198,Unhealthy,PM2.5
Indiana,Tippecanoe,18,157,6/27,183,Unhealthy,PM2.5
Indiana,Vanderburgh,18,163,6/27,104,Unhealthy for Sensitive Groups,PM2.5
Indiana,Vigo,18,167,6/27,161,Unhealthy,PM2.5
Indiana,Whitley,18,183,6/27,199,Unhealthy,PM2.5
Iowa,Black Hawk,19,13,6/27,155,Unhealthy,PM2.5
Iowa,Clinton,19,45,6/27,182,Unhealthy,PM2.5
Iowa,Johnson,19,103,6/27,187,Unhealthy,PM2.5
Iowa,Linn,19,113,6/27,185,Unhealthy,PM2.5
Iowa,Montgomery,19,137,6/27,72,Moderate,PM2.5
Iowa,Muscatine,19,139,6/27,172,Unhealthy,PM2.5
Iowa,Palo Alto,19,147,6/27,85,Moderate,PM2.5
Iowa,Polk,19,153,6/27,153,Unhealthy,PM2.5
Iowa,Scott,19,163,6/27,178,Unhealthy,PM2.5
Iowa,Van Buren,19,177,6/27,156,Unhealthy,PM2.5
Kansas,Johnson,20,91,6/27,54,Moderate,PM2.5
Kansas,Neosho,20,133,6/27,59,Moderate,PM2.5
Kansas,Sedgwick,20,173,6/27,54,Moderate,PM2.5
Kansas,Sumner,20,191,6/27,52,Moderate,PM2.5
Kansas,Trego,20,195,6/27,57,Moderate,PM2.5
Kentucky,Bell,21,13,6/27,72,Moderate,PM2.5
Kentucky,Boyd,21,19,6/27,100,Moderate,PM2.5
Kentucky,Campbell,21,37,6/27,153,Unhealthy,PM2.5
Kentucky,Carter,21,43,6/27,92,Moderate,PM2.5
Kentucky,Christian,21,47,6/27,52,Moderate,PM2.5
Kentucky,Daviess,21,59,6/27,102,Unhealthy for Sensitive Groups,PM2.5
Kentucky,Fayette,21,67,6/27,80,Moderate,PM2.5
Kentucky,Hardin,21,93,6/27,79,Moderate,PM2.5
Kentucky,Jefferson,21,111,6/27,96,Moderate,PM2.5
Kentucky,Perry,21,193,6/27,77,Moderate,PM2.5
Kentucky,Pike,21,195,6/27,75,Moderate,PM2.5
Kentucky,Pulaski,21,199,6/27,68,Moderate,PM2.5
Kentucky,Warren,21,227,6/27,67,Moderate,PM2.5
Louisiana,Bossier,22,15,6/27,48,Good,PM2.5
Louisiana,Calcasieu,22,19,6/27,41,Good,PM2.5
Louisiana,Lafourche,22,57,6/27,57,Moderate,PM2.5
Louisiana,Livingston,22,63,6/27,31,Good,PM2.5
Louisiana,Orleans,22,71,6/27,30,Good,PM2.5
Maryland,Garrett,24,23,6/27,41,Good,PM2.5
Michigan,Allegan,26,5,6/27,175,Unhealthy,PM2.5
Michigan,Bay,26,17,6/27,181,Unhealthy,PM2.5
Michigan,Genesee,26,49,6/27,171,Unhealthy,PM2.5
Michigan,Ingham,26,65,6/27,182,Unhealthy,PM2.5
Michigan,Kalamazoo,26,77,6/27,200,Unhealthy,PM2.5
Michigan,Kent,26,81,6/27,197,Unhealthy,PM2.5
Michigan,Lenawee,26,91,6/27,179,Unhealthy,PM2.5
Michigan,Macomb,26,99,6/27,184,Unhealthy,PM2.5
Michigan,Missaukee,26,113,6/27,187,Unhealthy,PM2.5
Michigan,Ottawa,26,139,6/27,202,Very Unhealthy,PM2.5
Michigan,Schoolcraft,26,153,6/27,131,Unhealthy for Sensitive Groups,PM2.5
Michigan,St. Clair,26,147,6/27,182,Unhealthy,PM2.5
Michigan,Washtenaw,26,161,6/27,194,Unhealthy,PM2.5
Michigan,Wayne,26,163,6/27,177,Unhealthy,PM2.5
Minnesota,Anoka,27,3,6/27,91,Moderate,PM2.5
Minnesota,Becker,27,5,6/27,76,Moderate,PM2.5
Minnesota,Beltrami,27,7,6/27,59,Moderate,PM2.5
Minnesota,Carlton,27,17,6/27,142,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Cass,27,21,6/27,55,Moderate,PM2.5
Minnesota,Dakota,27,37,6/27,117,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Hennepin,27,53,6/27,121,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Lake,27,75,6/27,114,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Lyon,27,83,6/27,97,Moderate,PM2.5
Minnesota,Olmsted,27,109,6/27,123,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Ramsey,27,123,6/27,135,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Saint Louis,27,137,6/27,143,Unhealthy for Sensitive Groups,PM2.5
Minnesota,Scott,27,139,6/27,90,Moderate,PM2.5
Minnesota,Stearns,27,145,6/27,75,Moderate,PM2.5
Minnesota,Wright,27,171,6/27,81,Moderate,PM2.5
Mississippi,Forrest,28,35,6/27,31,Good,PM2.5
Missouri,Buchanan,29,21,6/27,52,Moderate,PM2.5
Missouri,Jackson,29,95,6/27,60,Moderate,PM2.5
Missouri,St. Louis City,29,510,6/27,110,Unhealthy for Sensitive Groups,PM2.5
Montana,Beaverhead,30,1,6/27,13,Good,PM2.5
Montana,Cascade,30,13,6/27,35,Good,PM2.5
Montana,Gallatin,30,31,6/27,18,Good,PM2.5
Montana,Glacier,30,35,6/27,15,Good,PM2.5
Montana,Hill,30,41,6/27,11,Good,PM2.5
Montana,Lincoln,30,53,6/27,21,Good,PM2.5
Montana,Ravalli,30,81,6/27,14,Good,PM2.5
Montana,Sanders,30,89,6/27,22,Good,PM2.5
Montana,Yellowstone,30,111,6/27,8,Good,PM2.5
Nebraska,Gage,31,67,6/27,46,Good,PM2.5
Nebraska,Hall,31,79,6/27,53,Moderate,PM2.5
Nebraska,Scotts Bluff,31,157,6/27,30,Good,PM2.5
Nebraska,Washington,31,177,6/27,77,Moderate,PM2.5
Nevada,Douglas,32,5,6/27,24,Good,PM2.5
New Jersey,Bergen,34,3,6/27,45,Good,PM2.5
New Mexico,Bernalillo,35,1,6/27,77,Moderate,PM2.5
New Mexico,Santa Fe,35,49,6/27,51,Moderate,PM2.5
New Mexico,Taos,35,55,6/27,33,Good,PM2.5
New York,Erie,36,29,6/27,65,Moderate,PM2.5
New York,Kings,36,47,6/27,36,Good,PM2.5
New York,Monroe,36,55,6/27,45,Good,PM2.5
New York,Nassau,36,59,6/27,20,Good,PM2.5
New York,Oneida,36,65,6/27,13,Good,PM2.5
New York,Orange,36,71,6/27,13,Good,PM2.5
North Carolina,Buncombe,37,21,6/27,47,Good,PM2.5
