CBSA,CBSA Code,Date,AQI,Category,Defining Parameter
"Brainerd, MN",14660,2023-06-07,35,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-06-07,30,Good,PM2.5
"Butte-Silver Bow, MT",15580,2023-06-07,18,Good,PM2.5
"Centralia, WA",16500,2023-06-07,35,Good,PM2.5
"Claremont-Lebanon, NH-VT",17200,2023-06-07,46,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-06-07,25,Good,PM2.5
"College Station-Bryan, TX",17780,2023-06-07,46,Good,PM2.5
"Crescent City, CA",18860,2023-06-07,15,Good,PM2.5
"Eagle Pass, TX",20580,2023-06-07,30,Good,PM2.5
"Ellensburg, WA",21260,2023-06-07,28,Good,PM2.5
"Eugene, OR",21660,2023-06-07,36,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-06-07,19,Good,PM2.5
"Grand Island, NE",24260,2023-06-07,44,Good,PM2.5
"Grants Pass, OR",24420,2023-06-07,28,Good,PM2.5
"Great Falls, MT",24500,2023-06-07,45,Good,PM2.5
"Greeley, CO",24540,2023-06-07,27,Good,PM2.5
"Hailey, ID",25200,2023-06-07,15,Good,PM2.5
"Hattiesburg, MS",25620,2023-06-07,35,Good,PM2.5
"Havre, MT",25660,2023-06-07,23,Good,PM2.5
"Hilo, HI",25900,2023-06-07,21,Good,PM2.5
"Homosassa Springs, FL",26140,2023-06-07,49,Good,PM2.5
"Juneau, AK",27940,2023-06-07,15,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-06-07,17,Good,PM2.5
"Kingsville, TX",28780,2023-06-07,17,Good,PM2.5
"Klamath Falls, OR",28900,2023-06-07,21,Good,PM2.5
"La Grande, OR",29260,2023-06-07,24,Good,PM2.5
"Laconia, NH",29060,2023-06-07,27,Good,PM2.5
"Lewiston, ID-WA",30300,2023-06-07,48,Good,PM2.5
"Longview, WA",31020,2023-06-07,18,Good,PM2.5
"Lubbock, TX",31180,2023-06-07,24,Good,PM2.5
"Madison, WI",31540,2023-06-07,48,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,2023-06-07,26,Good,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2023-06-07,46,Good,PM2.5
"Moscow, ID",34140,2023-06-07,23,Good,PM2.5
"Moses Lake, WA",34180,2023-06-07,25,Good,PM2.5
"Naples-Immokalee-Marco Island, FL",34940,2023-06-07,38,Good,PM2.5
"Nogales, AZ",35700,2023-06-07,34,Good,PM2.5
"Othello, WA",36830,2023-06-07,15,Good,PM2.5
"Pierre, SD",38180,2023-06-07,22,Good,PM2.5
"Port St. Lucie, FL",38940,2023-06-07,39,Good,PM2.5
"Prineville, OR",39260,2023-06-07,28,Good,PM2.5
"Pullman, WA",39420,2023-06-07,28,Good,PM2.5
"Sandpoint, ID",41760,2023-06-07,27,Good,PM2.5
"Scottsbluff, NE",42420,2023-06-07,28,Good,PM2.5
"Shelton, WA",43220,2023-06-07,28,Good,PM2.5
"Taos, NM",45340,2023-06-07,6,Good,PM2.5
"The Dalles, OR",45520,2023-06-07,28,Good,PM2.5
"Twin Falls, ID",46300,2023-06-07,22,Good,PM2.5
"Wenatchee, WA",48300,2023-06-07,29,Good,PM2.5
"Yakima, WA",49420,2023-06-07,29,Good,PM2.5
"Adrian, MI",10300,2023-06-06,117,Unhealthy for Sensitive Groups,PM2.5
"Altoona, PA",11020,2023-06-06,106,Unhealthy for Sensitive Groups,PM2.5
"Boston-Cambridge-Newton, MA-NH",14460,2023-06-06,114,Unhealthy for Sensitive Groups,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2023-06-06,149,Unhealthy for Sensitive Groups,PM2.5
"Burlington-South Burlington, VT",15540,2023-06-06,104,Unhealthy for Sensitive Groups,PM2.5
"Canton-Massillon, OH",15940,2023-06-06,107,Unhealthy for Sensitive Groups,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-06,127,Unhealthy for Sensitive Groups,PM2.5
"Cleveland-Elyria, OH",17460,2023-06-06,127,Unhealthy for Sensitive Groups,PM2.5
"Columbus, OH",18140,2023-06-06,112,Unhealthy for Sensitive Groups,PM2.5
"Dayton, OH",19380,2023-06-06,126,Unhealthy for Sensitive Groups,PM2.5
"Eau Claire, WI",20740,2023-06-06,104,Unhealthy for Sensitive Groups,PM2.5
"Erie, PA",21500,2023-06-06,103,Unhealthy for Sensitive Groups,PM2.5
"Gettysburg, PA",23900,2023-06-06,139,Unhealthy for Sensitive Groups,PM2.5
"Greenfield Town, MA",24640,2023-06-06,137,Unhealthy for Sensitive Groups,PM2.5
"Indiana, PA",26860,2023-06-06,114,Unhealthy for Sensitive Groups,PM2.5
"Indianapolis-Carmel-Anderson, IN",26900,2023-06-06,122,Unhealthy for Sensitive Groups,PM2.5
"Kalamazoo-Portage, MI",28020,2023-06-06,105,Unhealthy for Sensitive Groups,PM2.5
"La Crosse-Onalaska, WI-MN",29100,2023-06-06,121,Unhealthy for Sensitive Groups,PM2.5
"Minneapolis-St. Paul-Bloomington, MN-WI",33460,2023-06-06,101,Unhealthy for Sensitive Groups,PM2.5
"New Castle, IN",35220,2023-06-06,102,Unhealthy for Sensitive Groups,PM2.5
"Pittsburgh, PA",38300,2023-06-06,115,Unhealthy for Sensitive Groups,PM2.5
"Providence-Warwick, RI-MA",39300,2023-06-06,137,Unhealthy for Sensitive Groups,PM2.5
"Springfield, MA",44140,2023-06-06,141,Unhealthy for Sensitive Groups,PM2.5
"Springfield, OH",44220,2023-06-06,117,Unhealthy for Sensitive Groups,PM2.5
"State College, PA",44300,2023-06-06,137,Unhealthy for Sensitive Groups,PM2.5
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,2023-06-06,104,Unhealthy for Sensitive Groups,PM2.5
"Winston-Salem, NC",49180,2023-06-06,116,Unhealthy for Sensitive Groups,PM2.5
"Worcester, MA-CT",49340,2023-06-06,148,Unhealthy for Sensitive Groups,PM2.5
"York-Hanover, PA",49620,2023-06-06,136,Unhealthy for Sensitive Groups,PM2.5
"Albany-Schenectady-Troy, NY",10580,2023-06-06,159,Unhealthy,PM2.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,2023-06-06,164,Unhealthy,PM2.5
"Bennington, VT",13540,2023-06-06,151,Unhealthy,PM2.5
"Bridgeport-Stamford-Norwalk, CT",14860,2023-06-06,166,Unhealthy,PM2.5
"Corning, NY",18500,2023-06-06,175,Unhealthy,PM2.5
"Detroit-Warren-Dearborn, MI",19820,2023-06-06,161,Unhealthy,PM2.5
"Harrisburg-Carlisle, PA",25420,2023-06-06,152,Unhealthy,PM2.5
"Hartford-West Hartford-East Hartford, CT",25540,2023-06-06,154,Unhealthy,PM2.5
"Lancaster, PA",29540,2023-06-06,164,Unhealthy,PM2.5
"Lebanon, PA",30140,2023-06-06,154,Unhealthy,PM2.5
"New Haven-Milford, CT",35300,2023-06-06,158,Unhealthy,PM2.5
"New York-Newark-Jersey City, NY-NJ-PA",35620,2023-06-06,174,Unhealthy,PM2.5
"Norwich-New London, CT",35980,2023-06-06,153,Unhealthy,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2023-06-06,161,Unhealthy,PM2.5
"Pittsfield, MA",38340,2023-06-06,156,Unhealthy,PM2.5
"Reading, PA",39740,2023-06-06,158,Unhealthy,PM2.5
"Rochester, NY",40380,2023-06-06,151,Unhealthy,PM2.5
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2023-06-06,175,Unhealthy,PM2.5
"Syracuse, NY",45060,2023-06-06,169,Unhealthy,PM2.5
"Torrington, CT",45860,2023-06-06,161,Unhealthy,PM2.5
"Trenton, NJ",45940,2023-06-06,154,Unhealthy,PM2.5
"Utica-Rome, NY",46540,2023-06-06,157,Unhealthy,PM2.5
"Albany, GA",10500,2023-06-06,63,Moderate,PM2.5
"Ann Arbor, MI",11460,2023-06-06,95,Moderate,PM2.5
"Appleton, WI",11540,2023-06-06,70,Moderate,PM2.5
"Athens, TN",11940,2023-06-06,63,Moderate,PM2.5
"Atlantic City-Hammonton, NJ",12100,2023-06-06,90,Moderate,PM2.5
"Augusta-Richmond County, GA-SC",12260,2023-06-06,69,Moderate,PM2.5
"Baraboo, WI",12660,2023-06-06,92,Moderate,PM2.5
"Bay City, MI",13020,2023-06-06,92,Moderate,PM2.5
"Beaver Dam, WI",13180,2023-06-06,79,Moderate,PM2.5
"Bemidji, MN",13420,2023-06-06,98,Moderate,PM2.5
"Brainerd, MN",14660,2023-06-06,90,Moderate,PM2.5
"Brunswick, GA",15260,2023-06-06,52,Moderate,PM2.5
"Cadillac, MI",15620,2023-06-06,75,Moderate,PM2.5
"Charleston, WV",16620,2023-06-06,66,Moderate,PM2.5
"Charlottesville, VA",16820,2023-06-06,95,Moderate,PM2.5
"Chicago-Naperville-Elgin, IL-IN-WI",16980,2023-06-06,93,Moderate,PM2.5
"Claremont-Lebanon, NH-VT",17200,2023-06-06,66,Moderate,PM2.5
"Columbia, SC",17900,2023-06-06,64,Moderate,PM2.5
"Columbus, GA-AL",17980,2023-06-06,60,Moderate,PM2.5
"Cookeville, TN",18260,2023-06-06,74,Moderate,PM2.5
"Decatur, AL",19460,2023-06-06,54,Moderate,PM2.5
"Duluth, MN-WI",20260,2023-06-06,54,Moderate,PM2.5
"Durham-Chapel Hill, NC",20500,2023-06-06,65,Moderate,PM2.5
"Dyersburg, TN",20540,2023-06-06,57,Moderate,PM2.5
"Elkhart-Goshen, IN",21140,2023-06-06,85,Moderate,PM2.5
"Fayetteville, NC",22180,2023-06-06,76,Moderate,PM2.5
"Flint, MI",22420,2023-06-06,82,Moderate,PM2.5
"Florence, SC",22500,2023-06-06,63,Moderate,PM2.5
"Fort Wayne, IN",23060,2023-06-06,94,Moderate,PM2.5
"Gadsden, AL",23460,2023-06-06,62,Moderate,PM2.5
"Gainesville, FL",23540,2023-06-06,54,Moderate,PM2.5
"Gainesville, GA",23580,2023-06-06,77,Moderate,PM2.5
"Grand Rapids-Wyoming, MI",24340,2023-06-06,94,Moderate,PM2.5
"Green Bay, WI",24580,2023-06-06,56,Moderate,PM2.5
"Greensboro-High Point, NC",24660,2023-06-06,84,Moderate,PM2.5
"Greenville, NC",24780,2023-06-06,70,Moderate,PM2.5
"Holland, MI",26090,2023-06-06,85,Moderate,PM2.5
"Homosassa Springs, FL",26140,2023-06-06,59,Moderate,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,2023-06-06,83,Moderate,PM2.5
"Iowa City, IA",26980,2023-06-06,79,Moderate,PM2.5
"Jackson, TN",27180,2023-06-06,72,Moderate,PM2.5
"Johnstown, PA",27780,2023-06-06,99,Moderate,PM2.5
"Keene, NH",28300,2023-06-06,83,Moderate,PM2.5
"Laconia, NH",29060,2023-06-06,59,Moderate,PM2.5
"Lake City, FL",29380,2023-06-06,62,Moderate,PM2.5
"Lansing-East Lansing, MI",29620,2023-06-06,82,Moderate,PM2.5
"Lawrenceburg, TN",29980,2023-06-06,72,Moderate,PM2.5
"Lima, OH",30620,2023-06-06,99,Moderate,PM2.5
"Macon, GA",31420,2023-06-06,69,Moderate,PM2.5
"Madison, WI",31540,2023-06-06,95,Moderate,PM2.5
"Manchester-Nashua, NH",31700,2023-06-06,94,Moderate,PM2.5
"Miami-Fort Lauderdale-West Palm Beach, FL",33100,2023-06-06,54,Moderate,PM2.5
"Middlesborough, KY",33180,2023-06-06,91,Moderate,PM2.5
"Milwaukee-Waukesha-West Allis, WI",33340,2023-06-06,86,Moderate,PM2.5
"Muscatine, IA",34700,2023-06-06,59,Moderate,PM2.5
"Platteville, WI",38420,2023-06-06,99,Moderate,PM2.5
"Ponca City, OK",38620,2023-06-06,57,Moderate,PM2.5
"Portsmouth, OH",39020,2023-06-06,88,Moderate,PM2.5
"Raleigh, NC",39580,2023-06-06,78,Moderate,PM2.5
"Richmond, VA",40060,2023-06-06,100,Moderate,PM2.5
"Roanoke Rapids, NC",40260,2023-06-06,60,Moderate,PM2.5
"Roanoke, VA",40220,2023-06-06,88,Moderate,PM2.5
"Rochester, MN",40340,2023-06-06,82,Moderate,PM2.5
"Rockford, IL",40420,2023-06-06,77,Moderate,PM2.5
"Rocky Mount, NC",40580,2023-06-06,61,Moderate,PM2.5
"Rome, GA",40660,2023-06-06,61,Moderate,PM2.5
"Rutland, VT",40860,2023-06-06,94,Moderate,PM2.5
"San Juan-Carolina-Caguas, PR",41980,2023-06-06,69,Moderate,PM2.5
"Savannah, GA",42340,2023-06-06,59,Moderate,PM2.5
"Somerset, KY",43700,2023-06-06,85,Moderate,PM2.5
"South Bend-Mishawaka, IN-MI",43780,2023-06-06,95,Moderate,PM2.5
"Spartanburg, SC",43900,2023-06-06,69,Moderate,PM2.5
"St. Cloud, MN",41060,2023-06-06,100,Moderate,PM2.5
"Tallahassee, FL",45220,2023-06-06,56,Moderate,PM2.5
"Toledo, OH",45780,2023-06-06,95,Moderate,PM2.5
"Valdosta, GA",46660,2023-06-06,62,Moderate,PM2.5
"Vineland-Bridgeton, NJ",47220,2023-06-06,83,Moderate,PM2.5
"Virginia Beach-Norfolk-Newport News, VA-NC",47260,2023-06-06,67,Moderate,PM2.5
"Warner Robins, GA",47580,2023-06-06,61,Moderate,PM2.5
"Waterloo-Cedar Falls, IA",47940,2023-06-06,87,Moderate,PM2.5
"Weirton-Steubenville, WV-OH",48260,2023-06-06,98,Moderate,PM2.5
"Wheeling, WV-OH",48540,2023-06-06,95,Moderate,PM2.5
"Wilmington, NC",48900,2023-06-06,52,Moderate,PM2.5
"Winchester, VA-WV",49020,2023-06-06,96,Moderate,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,2023-06-06,97,Moderate,PM2.5
"Aberdeen, SD",10100,2023-06-06,40,Good,PM2.5
"Aberdeen, WA",10140,2023-06-06,18,Good,PM2.5
"Albany, OR",10540,2023-06-06,26,Good,PM2.5
"Bakersfield, CA",12540,2023-06-06,46,Good,PM2.5
"Beatrice, NE",13100,2023-06-06,21,Good,PM2.5
"Bend-Redmond, OR",13460,2023-06-06,25,Good,PM2.5
"Billings, MT",13740,2023-06-06,14,Good,PM2.5
"Bozeman, MT",14580,2023-06-06,23,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-06-06,15,Good,PM2.5
"Butte-Silver Bow, MT",15580,2023-06-06,16,Good,PM2.5
"Centralia, WA",16500,2023-06-06,20,Good,PM2.5
"Charleston-North Charleston, SC",16700,2023-06-06,49,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-06-06,22,Good,PM2.5
"College Station-Bryan, TX",17780,2023-06-06,35,Good,PM2.5
"Crescent City, CA",18860,2023-06-06,30,Good,PM2.5
"Eagle Pass, TX",20580,2023-06-06,33,Good,PM2.5
"Ellensburg, WA",21260,2023-06-06,23,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-06-06,15,Good,PM2.5
"Grand Island, NE",24260,2023-06-06,45,Good,PM2.5
"Grants Pass, OR",24420,2023-06-06,26,Good,PM2.5
"Great Falls, MT",24500,2023-06-06,47,Good,PM2.5
"Greeley, CO",24540,2023-06-06,32,Good,PM2.5
"Hailey, ID",25200,2023-06-06,10,Good,PM2.5
"Hattiesburg, MS",25620,2023-06-06,35,Good,PM2.5
"Havre, MT",25660,2023-06-06,22,Good,PM2.5
"Hilo, HI",25900,2023-06-06,15,Good,PM2.5
"Juneau, AK",27940,2023-06-06,9,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-06-06,14,Good,PM2.5
"Kingsville, TX",28780,2023-06-06,14,Good,PM2.5
"Klamath Falls, OR",28900,2023-06-06,23,Good,PM2.5
"La Grande, OR",29260,2023-06-06,23,Good,PM2.5
"Laredo, TX",29700,2023-06-06,26,Good,PM2.5
"Lewiston, ID-WA",30300,2023-06-06,50,Good,PM2.5
"Longview, WA",31020,2023-06-06,13,Good,PM2.5
"Lubbock, TX",31180,2023-06-06,33,Good,PM2.5
"McAllen-Edinburg-Mission, TX",32580,2023-06-06,27,Good,PM2.5
"Moscow, ID",34140,2023-06-06,18,Good,PM2.5
"Moses Lake, WA",34180,2023-06-06,20,Good,PM2.5
"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",34820,2023-06-06,48,Good,PM2.5
"Othello, WA",36830,2023-06-06,17,Good,PM2.5
"Pensacola-Ferry Pass-Brent, FL",37860,2023-06-06,49,Good,PM2.5
"Pierre, SD",38180,2023-06-06,28,Good,PM2.5
"Prineville, OR",39260,2023-06-06,28,Good,PM2.5
"Pullman, WA",39420,2023-06-06,26,Good,PM2.5
"Sandpoint, ID",41760,2023-06-06,18,Good,PM2.5
"Scottsbluff, NE",42420,2023-06-06,22,Good,PM2.5
"Shelton, WA",43220,2023-06-06,20,Good,PM2.5
"Taos, NM",45340,2023-06-06,8,Good,PM2.5
"The Dalles, OR",45520,2023-06-06,22,Good,PM2.5
"Twin Falls, ID",46300,2023-06-06,20,Good,PM2.5
"Wenatchee, WA",48300,2023-06-06,24,Good,PM2.5
"Yakima, WA",49420,2023-06-06,48,Good,PM2.5
"Adrian, MI",10300,2023-06-05,112,Unhealthy for Sensitive Groups,PM2.5
"Appleton, WI",11540,2023-06-05,134,Unhealthy for Sensitive Groups,PM2.5
"Buffalo-Cheektowaga-Niagara Falls, NY",15380,2023-06-05,107,Unhealthy for Sensitive Groups,PM2.5
"Cincinnati, OH-KY-IN",17140,2023-06-05,130,Unhealthy for Sensitive Groups,PM2.5
"Cleveland-Elyria, OH",17460,2023-06-05,102,Unhealthy for Sensitive Groups,PM2.5
"Dayton, OH",19380,2023-06-05,117,Unhealthy for Sensitive Groups,PM2.5
"Detroit-Warren-Dearborn, MI",19820,2023-06-05,110,Unhealthy for Sensitive Groups,PM2.5
"Duluth, MN-WI",20260,2023-06-05,121,Unhealthy for Sensitive Groups,PM2.5
"Green Bay, WI",24580,2023-06-05,109,Unhealthy for Sensitive Groups,PM2.5
"New Castle, IN",35220,2023-06-05,101,Unhealthy for Sensitive Groups,PM2.5
"Rochester, MN",40340,2023-06-05,115,Unhealthy for Sensitive Groups,PM2.5
"Rochester, NY",40380,2023-06-05,103,Unhealthy for Sensitive Groups,PM2.5
"Eau Claire, WI",20740,2023-06-05,156,Unhealthy,PM2.5
"La Crosse-Onalaska, WI-MN",29100,2023-06-05,155,Unhealthy,PM2.5
"Pittsburgh, PA",38300,2023-06-05,169,Unhealthy,PM2.5
"Akron, OH",10420,2023-06-05,62,Moderate,PM2.5
"Albany, GA",10500,2023-06-05,59,Moderate,PM2.5
"Allentown-Bethlehem-Easton, PA-NJ",10900,2023-06-05,52,Moderate,PM2.5
"Altoona, PA",11020,2023-06-05,52,Moderate,PM2.5
"Ann Arbor, MI",11460,2023-06-05,89,Moderate,PM2.5
"Athens, TN",11940,2023-06-05,58,Moderate,PM2.5
"Athens-Clarke County, GA",12020,2023-06-05,61,Moderate,PM2.5
"Augusta-Richmond County, GA-SC",12260,2023-06-05,60,Moderate,PM2.5
"Bay City, MI",13020,2023-06-05,75,Moderate,PM2.5
"Bemidji, MN",13420,2023-06-05,52,Moderate,PM2.5
"Bennington, VT",13540,2023-06-05,65,Moderate,PM2.5
"Brainerd, MN",14660,2023-06-05,60,Moderate,PM2.5
"Burlington-South Burlington, VT",15540,2023-06-05,69,Moderate,PM2.5
"Cadillac, MI",15620,2023-06-05,81,Moderate,PM2.5
"Canton-Massillon, OH",15940,2023-06-05,75,Moderate,PM2.5
"Charleston, WV",16620,2023-06-05,60,Moderate,PM2.5
"Charlotte-Concord-Gastonia, NC-SC",16740,2023-06-05,53,Moderate,PM2.5
"Chattanooga, TN-GA",16860,2023-06-05,59,Moderate,PM2.5
"Cleveland, MS",17380,2023-06-05,70,Moderate,PM2.5
"Columbia, SC",17900,2023-06-05,55,Moderate,PM2.5
"Columbus, GA-AL",17980,2023-06-05,56,Moderate,PM2.5
"Columbus, OH",18140,2023-06-05,91,Moderate,PM2.5
"Cookeville, TN",18260,2023-06-05,58,Moderate,PM2.5
"Corning, NY",18500,2023-06-05,79,Moderate,PM2.5
"Crescent City, CA",18860,2023-06-05,67,Moderate,PM2.5
"Deltona-Daytona Beach-Ormond Beach, FL",19660,2023-06-05,54,Moderate,PM2.5
"Dyersburg, TN",20540,2023-06-05,67,Moderate,PM2.5
"El Dorado, AR",20980,2023-06-05,51,Moderate,PM2.5
"Erie, PA",21500,2023-06-05,79,Moderate,PM2.5
"Eureka-Arcata-Fortuna, CA",21700,2023-06-05,68,Moderate,PM2.5
"Flint, MI",22420,2023-06-05,83,Moderate,PM2.5
"Florence, SC",22500,2023-06-05,51,Moderate,PM2.5
"Fort Madison-Keokuk, IA-IL-MO",22800,2023-06-05,61,Moderate,PM2.5
"Fort Payne, AL",22840,2023-06-05,56,Moderate,PM2.5
"Gadsden, AL",23460,2023-06-05,53,Moderate,PM2.5
"Gainesville, FL",23540,2023-06-05,56,Moderate,PM2.5
"Gainesville, GA",23580,2023-06-05,67,Moderate,PM2.5
"Grand Island, NE",24260,2023-06-05,52,Moderate,PM2.5
"Grand Rapids-Wyoming, MI",24340,2023-06-05,75,Moderate,PM2.5
"Greenville-Anderson-Mauldin, SC",24860,2023-06-05,57,Moderate,PM2.5
"Harrisburg-Carlisle, PA",25420,2023-06-05,52,Moderate,PM2.5
"Hickory-Lenoir-Morganton, NC",25860,2023-06-05,54,Moderate,PM2.5
"Hobbs, NM",26020,2023-06-05,58,Moderate,PM2.5
"Homosassa Springs, FL",26140,2023-06-05,52,Moderate,PM2.5
"Hot Springs, AR",26300,2023-06-05,58,Moderate,PM2.5
"Huntington-Ashland, WV-KY-OH",26580,2023-06-05,71,Moderate,PM2.5
"Indiana, PA",26860,2023-06-05,72,Moderate,PM2.5
"Iowa City, IA",26980,2023-06-05,71,Moderate,PM2.5
"Jackson, MS",27140,2023-06-05,57,Moderate,PM2.5
"Jackson, TN",27180,2023-06-05,58,Moderate,PM2.5
"Jamestown-Dunkirk-Fredonia, NY",27460,2023-06-05,62,Moderate,PM2.5
"Jasper, IN",27540,2023-06-05,53,Moderate,PM2.5
"Kalamazoo-Portage, MI",28020,2023-06-05,71,Moderate,PM2.5
"Knoxville, TN",28940,2023-06-05,57,Moderate,PM2.5
"Lancaster, PA",29540,2023-06-05,64,Moderate,PM2.5
"Lansing-East Lansing, MI",29620,2023-06-05,72,Moderate,PM2.5
"Lawrenceburg, TN",29980,2023-06-05,55,Moderate,PM2.5
"Lebanon, PA",30140,2023-06-05,53,Moderate,PM2.5
"Macon, GA",31420,2023-06-05,59,Moderate,PM2.5
"Middlesborough, KY",33180,2023-06-05,67,Moderate,PM2.5
"Montgomery, AL",33860,2023-06-05,53,Moderate,PM2.5
"Muscatine, IA",34700,2023-06-05,58,Moderate,PM2.5
"New York-Newark-Jersey City, NY-NJ-PA",35620,2023-06-05,53,Moderate,PM2.5
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",37980,2023-06-05,54,Moderate,PM2.5
"Pittsfield, MA",38340,2023-06-05,66,Moderate,PM2.5
"Platteville, WI",38420,2023-06-05,77,Moderate,PM2.5
"Ponca City, OK",38620,2023-06-05,57,Moderate,PM2.5
"Portsmouth, OH",39020,2023-06-05,75,Moderate,PM2.5
"Reading, PA",39740,2023-06-05,51,Moderate,PM2.5
"Roanoke, VA",40220,2023-06-05,58,Moderate,PM2.5
"Rutland, VT",40860,2023-06-05,55,Moderate,PM2.5
"San Juan-Carolina-Caguas, PR",41980,2023-06-05,71,Moderate,PM2.5
"Scranton--Wilkes-Barre--Hazleton, PA",42540,2023-06-05,64,Moderate,PM2.5
"Sioux City, IA-NE-SD",43580,2023-06-05,56,Moderate,PM2.5
"South Bend-Mishawaka, IN-MI",43780,2023-06-05,65,Moderate,PM2.5
"Spartanburg, SC",43900,2023-06-05,59,Moderate,PM2.5
"Springfield, OH",44220,2023-06-05,97,Moderate,PM2.5
"St. Cloud, MN",41060,2023-06-05,72,Moderate,PM2.5
"State College, PA",44300,2023-06-05,57,Moderate,PM2.5
"Syracuse, NY",45060,2023-06-05,81,Moderate,PM2.5
"Tallahassee, FL",45220,2023-06-05,56,Moderate,PM2.5
"Toledo, OH",45780,2023-06-05,80,Moderate,PM2.5
"Utica-Rome, NY",46540,2023-06-05,72,Moderate,PM2.5
"Valdosta, GA",46660,2023-06-05,61,Moderate,PM2.5
"Warner Robins, GA",47580,2023-06-05,56,Moderate,PM2.5
"Weirton-Steubenville, WV-OH",48260,2023-06-05,69,Moderate,PM2.5
"Wheeling, WV-OH",48540,2023-06-05,64,Moderate,PM2.5
"Winston-Salem, NC",49180,2023-06-05,57,Moderate,PM2.5
"Yakima, WA",49420,2023-06-05,82,Moderate,PM2.5
"Youngstown-Warren-Boardman, OH-PA",49660,2023-06-05,72,Moderate,PM2.5
"Aberdeen, SD",10100,2023-06-05,29,Good,PM2.5
"Aberdeen, WA",10140,2023-06-05,18,Good,PM2.5
"Albany, OR",10540,2023-06-05,11,Good,PM2.5
"Albany-Schenectady-Troy, NY",10580,2023-06-05,46,Good,PM2.5
"Alexandria, LA",10780,2023-06-05,41,Good,PM2.5
"Ardmore, OK",11620,2023-06-05,40,Good,PM2.5
"Athens, OH",11900,2023-06-05,40,Good,PM2.5
"Bakersfield, CA",12540,2023-06-05,43,Good,PM2.5
"Baton Rouge, LA",12940,2023-06-05,50,Good,PM2.5
"Beatrice, NE",13100,2023-06-05,35,Good,PM2.5
"Bend-Redmond, OR",13460,2023-06-05,24,Good,PM2.5
"Billings, MT",13740,2023-06-05,15,Good,PM2.5
"Bozeman, MT",14580,2023-06-05,11,Good,PM2.5
"Bremerton-Silverdale, WA",14740,2023-06-05,13,Good,PM2.5
"Brunswick, GA",15260,2023-06-05,44,Good,PM2.5
"Centralia, WA",16500,2023-06-05,11,Good,PM2.5
"Clarksburg, WV",17220,2023-06-05,42,Good,PM2.5
"Clearlake, CA",17340,2023-06-05,35,Good,PM2.5
"Coeur d'Alene, ID",17660,2023-06-05,23,Good,PM2.5
"College Station-Bryan, TX",17780,2023-06-05,25,Good,PM2.5
"Douglas, GA",20060,2023-06-05,46,Good,PM2.5
"Eagle Pass, TX",20580,2023-06-05,18,Good,PM2.5
"Ellensburg, WA",21260,2023-06-05,10,Good,PM2.5
"Fairmont, WV",21900,2023-06-05,42,Good,PM2.5
"Fayetteville, NC",22180,2023-06-05,44,Good,PM2.5
"Gardnerville Ranchos, NV",23820,2023-06-05,17,Good,PM2.5
"Grants Pass, OR",24420,2023-06-05,24,Good,PM2.5
"Great Falls, MT",24500,2023-06-05,35,Good,PM2.5
"Greensboro-High Point, NC",24660,2023-06-05,49,Good,PM2.5
"Gulfport-Biloxi-Pascagoula, MS",25060,2023-06-05,43,Good,PM2.5
"Hailey, ID",25200,2023-06-05,7,Good,PM2.5
"Hammond, LA",25220,2023-06-05,43,Good,PM2.5
"Hattiesburg, MS",25620,2023-06-05,48,Good,PM2.5
"Havre, MT",25660,2023-06-05,16,Good,PM2.5
"Hilo, HI",25900,2023-06-05,15,Good,PM2.5
"Johnstown, PA",27780,2023-06-05,50,Good,PM2.5
"Juneau, AK",27940,2023-06-05,15,Good,PM2.5
"Kahului-Wailuku-Lahaina, HI",27980,2023-06-05,9,Good,PM2.5
"Kingsville, TX",28780,2023-06-05,15,Good,PM2.5
"Klamath Falls, OR",28900,2023-06-05,22,Good,PM2.5
"La Grande, OR",29260,2023-06-05,23,Good,PM2.5
"Laredo, TX",29700,2023-06-05,20,Good,PM2.5
"Lewiston, ID-WA",30300,2023-06-05,49,Good,PM2.5
"Longview, WA",31020,2023-06-05,6,Good,PM2.5
"Lubbock, TX",31180,2023-06-05,21,Good,PM2.5
"Lynchburg, VA",31340,2023-06-05,37,Good,PM2.5
