State Name,county Name,State Code,County Code,Date,AQI,Category,Defining Parameter
West Virginia,Harrison,54,33,2023-06-02,58,Moderate,PM2.5
West Virginia,Marion,54,49,2023-06-02,51,Moderate,PM2.5
West Virginia,Marshall,54,51,2023-06-02,57,Moderate,PM2.5
Wisconsin,Grant,55,43,2023-06-02,41,Good,PM2.5
Wisconsin,Jackson,55,53,2023-06-02,54,Moderate,PM2.5
Wisconsin,Monroe,55,81,2023-06-02,44,Good,PM2.5
Wyoming,Park,56,29,2023-06-02,6,Good,PM2.5
Wyoming,Sheridan,56,33,2023-06-02,33,Good,PM2.5
Alabama,Baldwin,1,3,2023-06-01,37,Good,PM2.5
Alabama,Clay,1,27,2023-06-01,38,Good,PM2.5
Alabama,DeKalb,1,49,2023-06-01,48,Good,PM2.5
Alabama,Etowah,1,55,2023-06-01,45,Good,PM2.5
Alabama,Jefferson,1,73,2023-06-01,61,Moderate,PM2.5
Alabama,Mobile,1,97,2023-06-01,48,Good,PM2.5
Alabama,Montgomery,1,101,2023-06-01,51,Moderate,PM2.5
Alabama,Tuscaloosa,1,125,2023-06-01,52,Moderate,PM2.5
Alaska,Juneau ,2,110,2023-06-01,8,Good,PM2.5
Alaska,Matanuska-Susitna ,2,170,2023-06-01,8,Good,PM2.5
Arkansas,Pulaski,5,119,2023-06-01,63,Moderate,PM2.5
California,Alameda,6,1,2023-06-01,50,Good,PM2.5
California,Butte,6,7,2023-06-01,51,Moderate,PM2.5
California,Colusa,6,11,2023-06-01,60,Moderate,PM2.5
California,Contra Costa,6,13,2023-06-01,58,Moderate,PM2.5
California,Del Norte,6,15,2023-06-01,35,Good,PM2.5
California,Los Angeles,6,37,2023-06-01,42,Good,PM2.5
California,Marin,6,41,2023-06-01,49,Good,PM2.5
California,Mono,6,51,2023-06-01,33,Good,PM2.5
California,Monterey,6,53,2023-06-01,52,Moderate,PM2.5
California,Plumas,6,63,2023-06-01,38,Good,PM2.5
California,Sacramento,6,67,2023-06-01,45,Good,PM2.5
California,San Francisco,6,75,2023-06-01,44,Good,PM2.5
California,San Mateo,6,81,2023-06-01,46,Good,PM2.5
California,Santa Clara,6,85,2023-06-01,42,Good,PM2.5
California,Santa Cruz,6,87,2023-06-01,36,Good,PM2.5
California,Solano,6,95,2023-06-01,49,Good,PM2.5
California,Sonoma,6,97,2023-06-01,35,Good,PM2.5
California,Trinity,6,105,2023-06-01,13,Good,PM2.5
Connecticut,New Haven,9,9,2023-06-01,62,Moderate,PM2.5
Connecticut,New London,9,11,2023-06-01,52,Moderate,PM2.5
Florida,Baker,12,3,2023-06-01,42,Good,PM2.5
Florida,Bay,12,5,2023-06-01,34,Good,PM2.5
Florida,Citrus,12,17,2023-06-01,29,Good,PM2.5
Georgia,Bibb,13,21,2023-06-01,48,Good,PM2.5
Georgia,Chatham,13,51,2023-06-01,52,Moderate,PM2.5
Georgia,Clarke,13,59,2023-06-01,44,Good,PM2.5
Georgia,Dougherty,13,95,2023-06-01,43,Good,PM2.5
Georgia,Floyd,13,115,2023-06-01,34,Good,PM2.5
Georgia,Glynn,13,127,2023-06-01,39,Good,PM2.5
Georgia,Hall,13,139,2023-06-01,41,Good,PM2.5
Georgia,Houston,13,153,2023-06-01,46,Good,PM2.5
Georgia,Lowndes,13,185,2023-06-01,33,Good,PM2.5
Georgia,Richmond,13,245,2023-06-01,54,Moderate,PM2.5
Georgia,Walker,13,295,2023-06-01,45,Good,PM2.5
Georgia,Washington,13,303,2023-06-01,55,Moderate,PM2.5
Hawaii,Hawaii,15,1,2023-06-01,12,Good,PM2.5
Hawaii,Maui,15,9,2023-06-01,15,Good,PM2.5
Idaho,Benewah,16,9,2023-06-01,38,Good,PM2.5
Idaho,Blaine,16,13,2023-06-01,11,Good,PM2.5
Idaho,Boise,16,15,2023-06-01,13,Good,PM2.5
Idaho,Bonner,16,17,2023-06-01,21,Good,PM2.5
Idaho,Bonneville,16,19,2023-06-01,15,Good,PM2.5
Idaho,Canyon,16,27,2023-06-01,31,Good,PM2.5
Idaho,Franklin,16,41,2023-06-01,11,Good,PM2.5
Idaho,Kootenai,16,55,2023-06-01,20,Good,PM2.5
Idaho,Latah,16,57,2023-06-01,18,Good,PM2.5
Idaho,Lemhi,16,59,2023-06-01,14,Good,PM2.5
Idaho,Nez Perce,16,69,2023-06-01,25,Good,PM2.5
Idaho,Shoshone,16,79,2023-06-01,28,Good,PM2.5
Idaho,Twin Falls,16,83,2023-06-01,17,Good,PM2.5
Idaho,Valley,16,85,2023-06-01,13,Good,PM2.5
Indiana,Henry,18,65,2023-06-01,32,Good,PM2.5
Indiana,Monroe,18,105,2023-06-01,26,Good,PM2.5
Indiana,Tippecanoe,18,157,2023-06-01,33,Good,PM2.5
Indiana,Whitley,18,183,2023-06-01,33,Good,PM2.5
Iowa,Black Hawk,19,13,2023-06-01,45,Good,PM2.5
Iowa,Johnson,19,103,2023-06-01,58,Moderate,PM2.5
Iowa,Muscatine,19,139,2023-06-01,56,Moderate,PM2.5
Kansas,Johnson,20,91,2023-06-01,62,Moderate,PM2.5
Kansas,Neosho,20,133,2023-06-01,61,Moderate,PM2.5
Kansas,Sedgwick,20,173,2023-06-01,49,Good,PM2.5
Kansas,Shawnee,20,177,2023-06-01,55,Moderate,PM2.5
Kansas,Sumner,20,191,2023-06-01,46,Good,PM2.5
Louisiana,Bossier,22,15,2023-06-01,57,Moderate,PM2.5
Louisiana,East Baton Rouge,22,33,2023-06-01,55,Moderate,PM2.5
Louisiana,Livingston,22,63,2023-06-01,63,Moderate,PM2.5
Louisiana,Orleans,22,71,2023-06-01,43,Good,PM2.5
Louisiana,West Baton Rouge,22,121,2023-06-01,55,Moderate,PM2.5
Maine,Aroostook,23,3,2023-06-01,59,Moderate,PM2.5
Maryland,Dorchester,24,19,2023-06-01,93,Moderate,PM2.5
Maryland,Howard,24,27,2023-06-01,73,Moderate,PM2.5
Massachusetts,Bristol,25,5,2023-06-01,50,Good,PM2.5
Massachusetts,Franklin,25,11,2023-06-01,52,Moderate,PM2.5
Massachusetts,Hampshire,25,15,2023-06-01,59,Moderate,PM2.5
Michigan,Bay,26,17,2023-06-01,49,Good,PM2.5
Michigan,Wayne,26,163,2023-06-01,152,Unhealthy,PM2.5
Minnesota,Beltrami,27,7,2023-06-01,33,Good,PM2.5
Minnesota,Cass,27,21,2023-06-01,36,Good,PM2.5
Minnesota,Cook,27,31,2023-06-01,44,Good,PM2.5
Minnesota,Dakota,27,37,2023-06-01,46,Good,PM2.5
Minnesota,Lake,27,75,2023-06-01,44,Good,PM2.5
Minnesota,Ramsey,27,123,2023-06-01,44,Good,PM2.5
Mississippi,Bolivar,28,11,2023-06-01,68,Moderate,PM2.5
Mississippi,DeSoto,28,33,2023-06-01,71,Moderate,PM2.5
Mississippi,Forrest,28,35,2023-06-01,56,Moderate,PM2.5
Mississippi,Hancock,28,45,2023-06-01,51,Moderate,PM2.5
Mississippi,Harrison,28,47,2023-06-01,54,Moderate,PM2.5
Mississippi,Hinds,28,49,2023-06-01,59,Moderate,PM2.5
Mississippi,Jackson,28,59,2023-06-01,51,Moderate,PM2.5
Missouri,Buchanan,29,21,2023-06-01,59,Moderate,PM2.5
Missouri,Greene,29,77,2023-06-01,53,Moderate,PM2.5
Missouri,Jackson,29,95,2023-06-01,65,Moderate,PM2.5
Missouri,St. Louis City,29,510,2023-06-01,62,Moderate,PM2.5
Montana,Beaverhead,30,1,2023-06-01,10,Good,PM2.5
Montana,Cascade,30,13,2023-06-01,57,Moderate,PM2.5
Montana,Gallatin,30,31,2023-06-01,17,Good,PM2.5
Montana,Glacier,30,35,2023-06-01,48,Good,PM2.5
Montana,Hill,30,41,2023-06-01,29,Good,PM2.5
Montana,Lincoln,30,53,2023-06-01,33,Good,PM2.5
Montana,Ravalli,30,81,2023-06-01,16,Good,PM2.5
Montana,Sanders,30,89,2023-06-01,29,Good,PM2.5
Montana,Silver Bow,30,93,2023-06-01,10,Good,PM2.5
Montana,Yellowstone,30,111,2023-06-01,13,Good,PM2.5
Nebraska,Gage,31,67,2023-06-01,5,Good,PM2.5
Nebraska,Hall,31,79,2023-06-01,27,Good,PM2.5
Nebraska,Sarpy,31,153,2023-06-01,19,Good,PM2.5
Nebraska,Scotts Bluff,31,157,2023-06-01,5,Good,PM2.5
Nebraska,Washington,31,177,2023-06-01,21,Good,PM2.5
Nevada,Douglas,32,5,2023-06-01,35,Good,PM2.5
New Hampshire,Grafton,33,9,2023-06-01,52,Moderate,PM2.5
New Jersey,Cumberland,34,11,2023-06-01,142,Unhealthy for Sensitive Groups,PM2.5
New Jersey,Hudson,34,17,2023-06-01,55,Moderate,PM2.5
New Jersey,Union,34,39,2023-06-01,56,Moderate,PM2.5
New Mexico,Lea,35,25,2023-06-01,63,Moderate,PM2.5
New Mexico,Taos,35,55,2023-06-01,13,Good,PM2.5
New York,Kings,36,47,2023-06-01,59,Moderate,PM2.5
New York,Nassau,36,59,2023-06-01,27,Good,PM2.5
New York,Oneida,36,65,2023-06-01,47,Good,PM2.5
New York,Orange,36,71,2023-06-01,52,Moderate,PM2.5
New York,Queens,36,81,2023-06-01,60,Moderate,PM2.5
North Carolina,Catawba,37,35,2023-06-01,45,Good,PM2.5
North Carolina,Cumberland,37,51,2023-06-01,41,Good,PM2.5
North Carolina,Davidson,37,57,2023-06-01,40,Good,PM2.5
North Carolina,Edgecombe,37,65,2023-06-01,26,Good,PM2.5
North Carolina,Forsyth,37,67,2023-06-01,50,Good,PM2.5
North Carolina,Guilford,37,81,2023-06-01,42,Good,PM2.5
North Carolina,Johnston,37,101,2023-06-01,31,Good,PM2.5
North Carolina,Mitchell,37,121,2023-06-01,31,Good,PM2.5
North Carolina,New Hanover,37,129,2023-06-01,47,Good,PM2.5
North Carolina,Northampton,37,131,2023-06-01,33,Good,PM2.5
North Carolina,Pitt,37,147,2023-06-01,31,Good,PM2.5
North Carolina,Wake,37,183,2023-06-01,41,Good,PM2.5
Ohio,Scioto,39,145,2023-06-01,40,Good,PM2.5
Oklahoma,Cleveland,40,27,2023-06-01,67,Moderate,PM2.5
Oklahoma,Kay,40,71,2023-06-01,54,Moderate,PM2.5
Oklahoma,Oklahoma,40,109,2023-06-01,62,Moderate,PM2.5
Oklahoma,Pontotoc,40,123,2023-06-01,56,Moderate,PM2.5
Oklahoma,Sequoyah,40,135,2023-06-01,54,Moderate,PM2.5
Oregon,Baker,41,1,2023-06-01,18,Good,PM2.5
Oregon,Crook,41,13,2023-06-01,15,Good,PM2.5
Oregon,Deschutes,41,17,2023-06-01,24,Good,PM2.5
Oregon,Grant,41,23,2023-06-01,23,Good,PM2.5
Oregon,Harney,41,25,2023-06-01,13,Good,PM2.5
Oregon,Jefferson,41,31,2023-06-01,17,Good,PM2.5
Oregon,Josephine,41,33,2023-06-01,13,Good,PM2.5
Oregon,Klamath,41,35,2023-06-01,20,Good,PM2.5
Oregon,Lake,41,37,2023-06-01,18,Good,PM2.5
Oregon,Linn,41,43,2023-06-01,13,Good,PM2.5
Oregon,Union,41,61,2023-06-01,16,Good,PM2.5
Oregon,Wallowa,41,63,2023-06-01,17,Good,PM2.5
Oregon,Wasco,41,65,2023-06-01,17,Good,PM2.5
Pennsylvania,Cumberland,42,41,2023-06-01,57,Moderate,PM2.5
Puerto Rico,Catano,72,33,2023-06-01,44,Good,PM2.5
Rhode Island,Providence,44,7,2023-06-01,50,Good,PM2.5
South Carolina,Charleston,45,19,2023-06-01,44,Good,PM2.5
South Carolina,Chesterfield,45,25,2023-06-01,44,Good,PM2.5
South Carolina,Edgefield,45,37,2023-06-01,50,Good,PM2.5
South Carolina,Florence,45,41,2023-06-01,52,Moderate,PM2.5
South Carolina,Horry,45,51,2023-06-01,43,Good,PM2.5
South Carolina,Richland,45,79,2023-06-01,52,Moderate,PM2.5
South Carolina,Spartanburg,45,83,2023-06-01,51,Moderate,PM2.5
South Dakota,Brown,46,13,2023-06-01,25,Good,PM2.5
South Dakota,Hughes,46,65,2023-06-01,3,Good,PM2.5
Tennessee,Dyer,47,45,2023-06-01,49,Good,PM2.5
Tennessee,Lawrence,47,99,2023-06-01,43,Good,PM2.5
Tennessee,Madison,47,113,2023-06-01,55,Moderate,PM2.5
Tennessee,McMinn,47,107,2023-06-01,35,Good,PM2.5
Tennessee,Montgomery,47,125,2023-06-01,36,Good,PM2.5
Tennessee,Putnam,47,141,2023-06-01,36,Good,PM2.5
Tennessee,Roane,47,145,2023-06-01,26,Good,PM2.5
Tennessee,Shelby,47,157,2023-06-01,60,Moderate,PM2.5
Texas,Atascosa,48,13,2023-06-01,25,Good,PM2.5
Texas,Brazos,48,41,2023-06-01,48,Good,PM2.5
Texas,Ector,48,135,2023-06-01,23,Good,PM2.5
Texas,El Paso,48,141,2023-06-01,47,Good,PM2.5
Texas,Harrison,48,203,2023-06-01,57,Moderate,PM2.5
Texas,Hidalgo,48,215,2023-06-01,22,Good,PM2.5
Texas,Kleberg,48,273,2023-06-01,24,Good,PM2.5
Texas,Lubbock,48,303,2023-06-01,11,Good,PM2.5
Texas,Maverick,48,323,2023-06-01,23,Good,PM2.5
Texas,Montgomery,48,339,2023-06-01,61,Moderate,PM2.5
Texas,Potter,48,375,2023-06-01,15,Good,PM2.5
Texas,Tarrant,48,439,2023-06-01,62,Moderate,PM2.5
Texas,Travis,48,453,2023-06-01,52,Moderate,PM2.5
Utah,Grand,49,19,2023-06-01,56,Moderate,PM2.5
Virginia,Charles,51,36,2023-06-01,53,Moderate,PM2.5
Virginia,Hampton City,51,650,2023-06-01,35,Good,PM2.5
Virginia,Henrico,51,87,2023-06-01,56,Moderate,PM2.5
Virginia,Richmond City,51,760,2023-06-01,56,Moderate,PM2.5
Virginia,Roanoke,51,161,2023-06-01,54,Moderate,PM2.5
Virginia,Virginia Beach City,51,810,2023-06-01,31,Good,PM2.5
Washington,Adams,53,1,2023-06-01,18,Good,PM2.5
Washington,Asotin,53,3,2023-06-01,24,Good,PM2.5
Washington,Chelan,53,7,2023-06-01,24,Good,PM2.5
Washington,Cowlitz,53,15,2023-06-01,5,Good,PM2.5
Washington,Franklin,53,21,2023-06-01,21,Good,PM2.5
Washington,Garfield,53,23,2023-06-01,13,Good,PM2.5
Washington,Grant,53,25,2023-06-01,25,Good,PM2.5
Washington,Grays Harbor,53,27,2023-06-01,11,Good,PM2.5
Washington,Jefferson,53,31,2023-06-01,12,Good,PM2.5
Washington,Kitsap,53,35,2023-06-01,16,Good,PM2.5
Washington,Kittitas,53,37,2023-06-01,17,Good,PM2.5
Washington,Lewis,53,41,2023-06-01,12,Good,PM2.5
Washington,Mason,53,45,2023-06-01,10,Good,PM2.5
Washington,Okanogan,53,47,2023-06-01,28,Good,PM2.5
Washington,Snohomish,53,61,2023-06-01,28,Good,PM2.5
Washington,Stevens,53,65,2023-06-01,26,Good,PM2.5
Washington,Walla Walla,53,71,2023-06-01,22,Good,PM2.5
Washington,Whitman,53,75,2023-06-01,23,Good,PM2.5
Washington,Yakima,53,77,2023-06-01,24,Good,PM2.5
West Virginia,Marshall,54,51,2023-06-01,45,Good,PM2.5
Wisconsin,Grant,55,43,2023-06-01,53,Moderate,PM2.5
Wisconsin,Jackson,55,53,2023-06-01,43,Good,PM2.5
Wisconsin,Monroe,55,81,2023-06-01,43,Good,PM2.5
Wyoming,Park,56,29,2023-06-01,11,Good,PM2.5
Alabama,Clay,1,27,2023-05-31,38,Good,PM2.5
Alabama,DeKalb,1,49,2023-05-31,52,Moderate,PM2.5
Alabama,Etowah,1,55,2023-05-31,51,Moderate,PM2.5
Alabama,Jefferson,1,73,2023-05-31,68,Moderate,PM2.5
Alabama,Madison,1,89,2023-05-31,44,Good,PM2.5
Alabama,Mobile,1,97,2023-05-31,46,Good,PM2.5
Alabama,Montgomery,1,101,2023-05-31,57,Moderate,PM2.5
Alabama,Tuscaloosa,1,125,2023-05-31,56,Moderate,PM2.5
Alaska,Juneau ,2,110,2023-05-31,5,Good,PM2.5
California,Colusa,6,11,2023-05-31,53,Moderate,PM2.5
California,Contra Costa,6,13,2023-05-31,43,Good,PM2.5
California,Del Norte,6,15,2023-05-31,36,Good,PM2.5
California,Marin,6,41,2023-05-31,29,Good,PM2.5
California,Mono,6,51,2023-05-31,17,Good,PM2.5
California,Monterey,6,53,2023-05-31,39,Good,PM2.5
California,Plumas,6,63,2023-05-31,41,Good,PM2.5
California,San Francisco,6,75,2023-05-31,38,Good,PM2.5
California,San Mateo,6,81,2023-05-31,44,Good,PM2.5
California,Solano,6,95,2023-05-31,33,Good,PM2.5
California,Trinity,6,105,2023-05-31,15,Good,PM2.5
California,Tulare,6,107,2023-05-31,48,Good,PM2.5
Colorado,Boulder,8,13,2023-05-31,20,Good,PM2.5
Colorado,Douglas,8,35,2023-05-31,18,Good,PM2.5
Colorado,La Plata,8,67,2023-05-31,56,Moderate,PM2.5
Connecticut,New Haven,9,9,2023-05-31,46,Good,PM2.5
Connecticut,New London,9,11,2023-05-31,54,Moderate,PM2.5
Florida,Baker,12,3,2023-05-31,57,Moderate,PM2.5
Florida,Bay,12,5,2023-05-31,56,Moderate,PM2.5
Florida,Citrus,12,17,2023-05-31,49,Good,PM2.5
Florida,Holmes,12,59,2023-05-31,52,Moderate,PM2.5
Florida,Leon,12,73,2023-05-31,52,Moderate,PM2.5
Georgia,Bibb,13,21,2023-05-31,51,Moderate,PM2.5
Georgia,Clarke,13,59,2023-05-31,38,Good,PM2.5
Georgia,DeKalb,13,89,2023-05-31,45,Good,PM2.5
Georgia,Dougherty,13,95,2023-05-31,57,Moderate,PM2.5
Georgia,Floyd,13,115,2023-05-31,38,Good,PM2.5
Georgia,Glynn,13,127,2023-05-31,37,Good,PM2.5
Georgia,Gwinnett,13,135,2023-05-31,36,Good,PM2.5
Georgia,Hall,13,139,2023-05-31,36,Good,PM2.5
Georgia,Henry,13,151,2023-05-31,33,Good,PM2.5
Georgia,Houston,13,153,2023-05-31,47,Good,PM2.5
Georgia,Lowndes,13,185,2023-05-31,51,Moderate,PM2.5
Georgia,Muscogee,13,215,2023-05-31,52,Moderate,PM2.5
Georgia,Richmond,13,245,2023-05-31,40,Good,PM2.5
Georgia,Walker,13,295,2023-05-31,42,Good,PM2.5
Georgia,Washington,13,303,2023-05-31,48,Good,PM2.5
Hawaii,Hawaii,15,1,2023-05-31,15,Good,PM2.5
Hawaii,Maui,15,9,2023-05-31,17,Good,PM2.5
Idaho,Benewah,16,9,2023-05-31,30,Good,PM2.5
Idaho,Blaine,16,13,2023-05-31,13,Good,PM2.5
Idaho,Boise,16,15,2023-05-31,10,Good,PM2.5
Idaho,Bonner,16,17,2023-05-31,29,Good,PM2.5
Idaho,Bonneville,16,19,2023-05-31,19,Good,PM2.5
Idaho,Canyon,16,27,2023-05-31,30,Good,PM2.5
Idaho,Franklin,16,41,2023-05-31,7,Good,PM2.5
Idaho,Kootenai,16,55,2023-05-31,20,Good,PM2.5
Idaho,Latah,16,57,2023-05-31,17,Good,PM2.5
Idaho,Lemhi,16,59,2023-05-31,10,Good,PM2.5
Idaho,Nez Perce,16,69,2023-05-31,26,Good,PM2.5
Idaho,Shoshone,16,79,2023-05-31,28,Good,PM2.5
Idaho,Twin Falls,16,83,2023-05-31,21,Good,PM2.5
Idaho,Valley,16,85,2023-05-31,11,Good,PM2.5
Indiana,Henry,18,65,2023-05-31,27,Good,PM2.5
Indiana,Marion,18,97,2023-05-31,54,Moderate,PM2.5
Indiana,Monroe,18,105,2023-05-31,26,Good,PM2.5
Indiana,Tippecanoe,18,157,2023-05-31,34,Good,PM2.5
Indiana,Whitley,18,183,2023-05-31,29,Good,PM2.5
Iowa,Black Hawk,19,13,2023-05-31,56,Moderate,PM2.5
Iowa,Johnson,19,103,2023-05-31,59,Moderate,PM2.5
Iowa,Muscatine,19,139,2023-05-31,48,Good,PM2.5
Iowa,Van Buren,19,177,2023-05-31,54,Moderate,PM2.5
Kansas,Neosho,20,133,2023-05-31,54,Moderate,PM2.5
Kentucky,Hardin,21,93,2023-05-31,50,Good,PM2.5
Louisiana,Bossier,22,15,2023-05-31,57,Moderate,PM2.5
Louisiana,Orleans,22,71,2023-05-31,46,Good,PM2.5
Louisiana,St. Tammany,22,103,2023-05-31,52,Moderate,PM2.5
Maine,Cumberland,23,5,2023-05-31,44,Good,PM2.5
Maryland,Howard,24,27,2023-05-31,59,Moderate,PM2.5
Massachusetts,Berkshire,25,3,2023-05-31,53,Moderate,PM2.5
Massachusetts,Bristol,25,5,2023-05-31,56,Moderate,PM2.5
Massachusetts,Plymouth,25,23,2023-05-31,48,Good,PM2.5
Massachusetts,Suffolk,25,25,2023-05-31,54,Moderate,PM2.5
Massachusetts,Worcester,25,27,2023-05-31,51,Moderate,PM2.5
Michigan,Bay,26,17,2023-05-31,43,Good,PM2.5
Minnesota,Beltrami,27,7,2023-05-31,32,Good,PM2.5
Minnesota,Cass,27,21,2023-05-31,35,Good,PM2.5
Minnesota,Cook,27,31,2023-05-31,33,Good,PM2.5
Minnesota,Dakota,27,37,2023-05-31,52,Moderate,PM2.5
Minnesota,Lake,27,75,2023-05-31,30,Good,PM2.5
Minnesota,Ramsey,27,123,2023-05-31,52,Moderate,PM2.5
Mississippi,Bolivar,28,11,2023-05-31,58,Moderate,PM2.5
Mississippi,DeSoto,28,33,2023-05-31,55,Moderate,PM2.5
Mississippi,Forrest,28,35,2023-05-31,54,Moderate,PM2.5
Mississippi,Hancock,28,45,2023-05-31,51,Moderate,PM2.5
Mississippi,Harrison,28,47,2023-05-31,56,Moderate,PM2.5
Mississippi,Hinds,28,49,2023-05-31,58,Moderate,PM2.5
Mississippi,Jackson,28,59,2023-05-31,52,Moderate,PM2.5
Missouri,Buchanan,29,21,2023-05-31,23,Good,PM2.5
Missouri,Greene,29,77,2023-05-31,60,Moderate,PM2.5
Missouri,Jackson,29,95,2023-05-31,31,Good,PM2.5
Missouri,St. Louis City,29,510,2023-05-31,65,Moderate,PM2.5
Montana,Beaverhead,30,1,2023-05-31,12,Good,PM2.5
Montana,Cascade,30,13,2023-05-31,35,Good,PM2.5
Montana,Gallatin,30,31,2023-05-31,10,Good,PM2.5
Montana,Glacier,30,35,2023-05-31,19,Good,PM2.5
Montana,Lincoln,30,53,2023-05-31,34,Good,PM2.5
Montana,Ravalli,30,81,2023-05-31,12,Good,PM2.5
Montana,Richland,30,83,2023-05-31,20,Good,PM2.5
Montana,Sanders,30,89,2023-05-31,30,Good,PM2.5
Montana,Yellowstone,30,111,2023-05-31,14,Good,PM2.5
Nebraska,Gage,31,67,2023-05-31,5,Good,PM2.5
Nebraska,Hall,31,79,2023-05-31,18,Good,PM2.5
Nebraska,Sarpy,31,153,2023-05-31,21,Good,PM2.5
Nebraska,Scotts Bluff,31,157,2023-05-31,9,Good,PM2.5
Nebraska,Washington,31,177,2023-05-31,26,Good,PM2.5
Nevada,Douglas,32,5,2023-05-31,23,Good,PM2.5
New Hampshire,Belknap,33,1,2023-05-31,52,Moderate,PM2.5
New Hampshire,Cheshire,33,5,2023-05-31,58,Moderate,PM2.5
New Hampshire,Rockingham,33,15,2023-05-31,44,Good,PM2.5
New Jersey,Atlantic,34,1,2023-05-31,58,Moderate,PM2.5
New Jersey,Bergen,34,3,2023-05-31,43,Good,PM2.5
New Jersey,Camden,34,7,2023-05-31,59,Moderate,PM2.5
New Jersey,Cumberland,34,11,2023-05-31,56,Moderate,PM2.5
New Jersey,Hudson,34,17,2023-05-31,48,Good,PM2.5
New Jersey,Hunterdon,34,19,2023-05-31,62,Moderate,PM2.5
New Jersey,Mercer,34,21,2023-05-31,58,Moderate,PM2.5
New Jersey,Ocean,34,29,2023-05-31,68,Moderate,PM2.5
New Jersey,Union,34,39,2023-05-31,52,Moderate,PM2.5
New Jersey,Warren,34,41,2023-05-31,52,Moderate,PM2.5
New Mexico,Lea,35,25,2023-05-31,60,Moderate,PM2.5
New Mexico,Taos,35,55,2023-05-31,17,Good,PM2.5
New York,Bronx,36,5,2023-05-31,51,Moderate,PM2.5
New York,Kings,36,47,2023-05-31,57,Moderate,PM2.5
New York,Nassau,36,59,2023-05-31,44,Good,PM2.5
New York,Oneida,36,65,2023-05-31,38,Good,PM2.5
New York,Orange,36,71,2023-05-31,49,Good,PM2.5
New York,Queens,36,81,2023-05-31,57,Moderate,PM2.5
New York,Richmond,36,85,2023-05-31,40,Good,PM2.5
New York,Suffolk,36,103,2023-05-31,45,Good,PM2.5
North Carolina,Catawba,37,35,2023-05-31,22,Good,PM2.5
North Carolina,Davidson,37,57,2023-05-31,27,Good,PM2.5
North Carolina,Edgecombe,37,65,2023-05-31,42,Good,PM2.5
North Carolina,Forsyth,37,67,2023-05-31,44,Good,PM2.5
North Carolina,Guilford,37,81,2023-05-31,45,Good,PM2.5
North Carolina,Johnston,37,101,2023-05-31,38,Good,PM2.5
North Carolina,Mitchell,37,121,2023-05-31,12,Good,PM2.5
North Carolina,New Hanover,37,129,2023-05-31,39,Good,PM2.5
North Carolina,Northampton,37,131,2023-05-31,51,Moderate,PM2.5
North Carolina,Pitt,37,147,2023-05-31,45,Good,PM2.5
North Carolina,Wake,37,183,2023-05-31,52,Moderate,PM2.5
Ohio,Athens,39,9,2023-05-31,25,Good,PM2.5
Ohio,Scioto,39,145,2023-05-31,28,Good,PM2.5
Oklahoma,Cleveland,40,27,2023-05-31,62,Moderate,PM2.5
Oklahoma,Kay,40,71,2023-05-31,48,Good,PM2.5
Oklahoma,Pittsburg,40,121,2023-05-31,64,Moderate,PM2.5
Oklahoma,Sequoyah,40,135,2023-05-31,58,Moderate,PM2.5
Oregon,Baker,41,1,2023-05-31,15,Good,PM2.5
Oregon,Crook,41,13,2023-05-31,22,Good,PM2.5
Oregon,Deschutes,41,17,2023-05-31,35,Good,PM2.5
Oregon,Grant,41,23,2023-05-31,16,Good,PM2.5
Oregon,Harney,41,25,2023-05-31,16,Good,PM2.5
Oregon,Jefferson,41,31,2023-05-31,18,Good,PM2.5
Oregon,Josephine,41,33,2023-05-31,18,Good,PM2.5
Oregon,Klamath,41,35,2023-05-31,20,Good,PM2.5
Oregon,Lake,41,37,2023-05-31,32,Good,PM2.5
Oregon,Linn,41,43,2023-05-31,15,Good,PM2.5
Oregon,Union,41,61,2023-05-31,14,Good,PM2.5
Oregon,Wallowa,41,63,2023-05-31,15,Good,PM2.5
Oregon,Wasco,41,65,2023-05-31,16,Good,PM2.5
Pennsylvania,Cumberland,42,41,2023-05-31,58,Moderate,PM2.5
Pennsylvania,Delaware,42,45,2023-05-31,87,Moderate,PM2.5
Pennsylvania,Lancaster,42,71,2023-05-31,96,Moderate,PM2.5
Pennsylvania,Montgomery,42,91,2023-05-31,66,Moderate,PM2.5
Pennsylvania,Philadelphia,42,101,2023-05-31,86,Moderate,PM2.5
Rhode Island,Providence,44,7,2023-05-31,45,Good,PM2.5
South Carolina,Charleston,45,19,2023-05-31,37,Good,PM2.5
South Carolina,Edgefield,45,37,2023-05-31,36,Good,PM2.5
South Carolina,Florence,45,41,2023-05-31,35,Good,PM2.5
South Carolina,Greenville,45,45,2023-05-31,34,Good,PM2.5
South Carolina,Richland,45,79,2023-05-31,35,Good,PM2.5
South Dakota,Brown,46,13,2023-05-31,29,Good,PM2.5
South Dakota,Hughes,46,65,2023-05-31,0,Good,PM2.5
Tennessee,Dyer,47,45,2023-05-31,35,Good,PM2.5
Tennessee,Lawrence,47,99,2023-05-31,42,Good,PM2.5
Tennessee,Madison,47,113,2023-05-31,40,Good,PM2.5
Tennessee,McMinn,47,107,2023-05-31,28,Good,PM2.5
Tennessee,Montgomery,47,125,2023-05-31,43,Good,PM2.5
Tennessee,Putnam,47,141,2023-05-31,24,Good,PM2.5
Tennessee,Roane,47,145,2023-05-31,20,Good,PM2.5
